t,v,obs_n,obs_d,obs_x,obs_y,obs_r,raw_n,raw_d,raw_far,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
16.978,3.927,1,4.091,4.075,1.018,0.109,1,4.091,4.091,,AVOID,0.982,avoid_cruise,1,,0,,0,0,-1.000,4.59,4.41,0.0367,0.0015
16.998,3.963,1,4.091,4.075,1.018,0.109,1,4.091,4.091,,AVOID,0.982,avoid_cruise,1,,0,,0,0,-1.000,4.58,4.46,0.0328,0.0218
17.018,4.007,0,,,,,0,,,,AVOID,0.982,avoid_cruise,1,3.2,0,,0,0,-1.000,4.11,4.44,0.0270,0.0177
17.038,4.034,1,3.905,3.920,0.843,0.105,1,3.905,3.905,,AVOID,0.940,avoid_cruise,1,8.9,0,,0,0,-1.000,4.11,4.44,0.0470,0.0139
17.059,4.078,1,3.795,3.831,0.803,0.119,1,3.795,3.795,,AVOID,0.924,avoid_cruise,1,8.9,11,0.001,1,0,-1.000,3.42,4.50,0.0437,0.0116
17.078,4.103,1,3.694,3.743,0.755,0.124,1,3.694,3.694,,AVOID,0.924,avoid_cruise,1,8.9,11,0.020,1,0,-1.000,-3.93,4.29,0.0372,0.0050
17.098,4.137,1,3.694,3.743,0.755,0.124,1,3.694,3.694,,AVOID,0.865,avoid_cruise,1,12.9,22,0.009,1,0,-1.000,3.42,4.11,0.0317,0.0254
17.118,4.160,1,3.612,3.669,0.657,0.115,1,3.612,3.612,,AVOID,0.839,avoid_cruise,1,12.9,23,0.006,1,0,-1.000,3.42,4.11,0.0272,0.0193
17.138,4.196,1,3.514,3.577,0.592,0.112,1,3.514,3.514,,AVOID,0.817,avoid_cruise,1,15.4,23,0.007,1,0,-1.000,5.61,4.04,0.0472,0.0164
17.158,4.207,1,3.410,3.480,0.523,0.109,1,3.410,3.410,,AVOID,0.791,avoid_cruise,1,16.5,23,0.001,1,0,-1.000,5.61,4.04,0.0421,0.0142
17.178,4.220,1,3.305,3.389,0.453,0.114,1,3.305,3.305,,AVOID,0.791,avoid_cruise,1,15.7,23,0.021,1,0,-1.000,5.54,3.85,0.0376,0.0090
17.198,4.229,1,3.185,3.297,0.365,0.132,1,3.185,3.185,,AVOID,0.765,avoid_cruise,1,16.5,24,0.014,1,0,-1.000,4.80,3.79,0.0318,0.0043
17.218,4.225,1,3.185,3.297,0.365,0.132,1,3.185,3.185,,AVOID,0.748,avoid_cruise,1,16.5,23,0.013,1,0,-1.000,4.31,3.74,0.0279,0.0246
17.238,4.208,0,,,,,0,,,3.069,AVOID,0.725,avoid_cruise,1,17.0,49,0.004,1,0,-1.000,4.31,3.74,0.0477,0.0185
17.261,4.188,0,,,,,0,,,2.962,AVOID,0.709,avoid_cruise,1,17.5,50,0.001,1,0,-1.000,4.30,3.62,0.0447,0.0162
17.278,4.155,1,2.875,3.016,0.276,0.154,1,2.875,2.875,,AVOID,0.709,avoid_cruise,1,18.3,50,0.018,1,0,-1.000,4.32,3.54,0.0363,0.0094
17.298,4.102,1,2.776,2.921,0.229,0.154,1,2.776,2.776,,AVOID,0.709,avoid_cruise,1,18.0,50,0.038,1,0,-1.000,4.32,3.54,0.0320,0.0014
17.318,4.044,1,2.776,2.921,0.229,0.154,1,2.776,2.776,,AVOID,0.675,avoid_cruise,1,18.0,52,0.001,1,0,-1.000,4.42,3.54,0.0522,0.0216
17.345,4.004,1,2.678,2.837,0.129,0.162,1,2.678,2.678,,AVOID,0.663,avoid_cruise,1,17.6,52,0.004,1,0,-1.000,4.42,3.54,0.0527,0.0243
17.363,3.974,1,2.575,2.729,0.149,0.158,1,2.575,2.575,,AVOID,0.651,avoid_cruise,1,16.5,52,0.002,1,0,-1.000,4.49,3.32,0.0465,0.0169
17.390,3.959,1,2.521,2.650,0.064,0.129,1,2.521,2.521,,AVOID,0.651,avoid_cruise,1,15.9,52,0.030,1,0,-1.000,4.62,3.25,0.0494,0.0203
17.398,3.922,1,2.521,2.650,0.064,0.129,1,2.521,2.521,,AVOID,0.637,avoid_cruise,1,15.9,48,0.001,1,0,-1.000,4.62,3.25,0.0569,0.0278
17.427,3.877,1,2.413,2.560,0.000,0.147,1,2.413,2.413,,AVOID,0.619,avoid_cruise,1,15.1,51,0.001,1,0,-1.000,4.69,3.18,0.0613,0.0283
17.439,3.810,1,2.322,2.469,0.001,0.147,1,2.322,2.322,,AVOID,0.604,avoid_cruise,1,14.6,46,0.004,1,0,-1.000,4.87,3.10,0.0478,0.0110
17.458,3.747,1,2.244,2.380,-0.071,0.137,1,2.244,2.244,,AVOID,0.604,avoid_cruise,1,14.8,46,0.023,1,0,-1.000,4.87,3.10,0.0398,0.0105
17.479,3.663,1,2.136,2.285,-0.094,0.151,1,2.136,2.136,,AVOID,0.588,avoid_cruise,1,13.7,43,0.002,1,0,-1.000,4.99,3.02,0.0387,0.0094
17.498,3.572,1,2.070,2.206,-0.157,0.141,1,2.070,2.070,,AVOID,0.573,avoid_cruise,1,13.5,43,0.009,1,0,-1.000,5.65,2.87,0.0319,0.0027
17.518,3.483,1,2.070,2.206,-0.157,0.141,1,2.070,2.070,,AVOID,0.560,avoid_cruise,1,13.5,43,0.011,1,0,-1.000,5.65,2.87,0.0273,0.0228
17.538,3.377,0,,,,,0,,,1.977,AVOID,0.548,avoid_cruise,1,12.4,39,0.009,1,0,-1.000,5.87,2.80,0.0472,0.0171
17.561,3.267,0,,,,,0,,,1.943,AVOID,0.528,avoid_cruise,1,11.5,39,0.001,1,0,-1.000,5.26,2.74,0.0449,0.0126
17.578,3.146,0,,,,,0,,,1.848,AVOID,0.515,avoid_cruise,1,9.9,39,0.017,1,0,-1.000,4.26,2.64,0.0373,0.0063
17.598,3.038,0,,,,,0,,,1.775,AVOID,0.515,avoid_cruise,1,9.9,38,0.012,1,0,-1.000,4.26,2.64,0.0316,0.0011
17.618,2.956,0,,,,,0,,,1.775,AVOID,0.500,avoid_cruise,1,9.4,37,0.011,1,0,-1.000,3.15,2.58,0.0274,0.0211
17.638,2.892,0,,,,,0,,,1.785,AVOID,0.484,avoid_cruise,1,9.0,37,0.004,1,0,-1.000,2.57,2.42,0.0479,0.0183
17.659,2.830,0,,,,,0,,,1.676,AVOID,0.470,avoid_cruise,1,7.7,37,0.024,1,0,-1.000,2.57,2.42,0.0432,0.0149
17.679,2.771,1,1.621,1.753,-0.374,0.172,1,1.621,1.621,,AVOID,0.470,avoid_cruise,1,8.8,35,0.014,1,0,-1.000,2.70,2.35,0.0386,0.0080
17.698,2.708,1,1.563,1.672,-0.441,0.167,1,1.563,1.563,4.919,AVOID,0.454,avoid_cruise,1,8.3,37,0.013,1,0,-1.000,2.70,2.35,0.0303,0.0040
17.718,2.631,1,1.563,1.672,-0.441,0.167,1,1.563,1.563,4.919,AVOID,0.440,avoid_cruise,1,8.3,31,0.011,1,0,-1.000,1.62,2.27,0.0276,0.0241
17.738,2.562,1,1.501,1.605,-0.452,0.167,1,1.501,1.501,5.036,AVOID,0.424,avoid_cruise,1,9.1,31,0.004,1,0,-1.000,3.08,2.20,0.0477,0.0186
17.762,2.507,1,1.447,1.541,-0.468,0.163,1,1.447,1.447,,AVOID,0.410,avoid_cruise,1,8.6,28,0.001,1,0,-1.000,3.08,2.20,0.0463,0.0177
17.778,2.442,1,1.391,1.460,-0.555,0.171,1,1.391,1.391,5.173,AVOID,0.410,avoid_cruise,1,6.0,28,0.017,1,0,-1.000,2.52,2.12,0.0369,0.0073
17.798,2.373,0,,,,,0,,,1.358,AVOID,0.410,avoid_cruise,1,5.9,28,0.037,1,0,-1.000,0.77,2.05,0.0318,0.0050
17.818,2.323,0,,,,,0,,,1.358,AVOID,0.410,avoid_cruise,1,5.9,28,0.057,1,0,-1.000,0.77,2.05,0.0281,0.0251
17.838,2.266,0,,,,,0,,,1.302,AVOID,0.400,avoid_cruise,1,5.4,28,0.005,1,0,-1.000,0.79,2.05,0.0480,0.0164
17.858,2.205,0,,,,,0,,,1.261,AVOID,0.400,avoid_cruise,1,6.4,28,0.025,1,0,-1.000,0.86,2.00,0.0422,0.0137
17.878,2.152,0,,,,,0,,,1.226,AVOID,0.400,avoid_cruise,1,5.0,30,0.008,1,0,-1.000,0.86,2.00,0.0382,0.0066
17.899,2.110,0,,,,,0,,,1.189,AVOID,0.400,avoid_cruise,1,1.5,28,0.016,1,0,-1.000,2.47,2.00,0.0328,0.0062
17.918,2.065,0,,,,,0,,,1.189,AVOID,0.400,avoid_cruise,1,1.5,30,0.010,1,0,-1.000,3.10,2.00,0.0284,0.0256
17.938,2.020,0,,,,,0,,,1.147,AVOID,0.400,avoid_cruise,1,0.5,33,0.008,1,0,-1.000,-0.77,2.00,0.0482,0.0177
17.960,1.980,1,1.110,1.113,-0.586,0.148,1,1.110,1.110,,AVOID,0.400,avoid_cruise,1,0.1,33,0.001,1,0,-1.000,-0.77,2.00,0.0438,0.0151
17.978,1.951,1,1.061,1.061,-0.594,0.156,1,1.061,1.061,,AVOID,0.400,avoid_cruise,1,0.0,33,0.019,1,0,-1.000,-0.65,2.00,0.0368,0.0076
17.998,1.930,1,1.061,1.061,-0.594,0.156,1,1.061,1.061,,AVOID,0.400,avoid_cruise,1,0.0,33,0.016,1,0,-1.000,-0.65,2.00,0.0322,0.0279
18.018,1.921,1,1.027,1.018,-0.604,0.156,1,1.027,1.027,,AVOID,0.400,avoid_cruise,1,0.0,33,0.014,1,0,-1.000,-0.66,2.00,0.0272,0.0104
18.038,1.914,1,0.984,0.972,-0.604,0.160,1,0.984,0.984,,AVOID,0.400,avoid_cruise,1,-0.8,31,0.005,1,0,-1.000,0.23,2.00,0.0472,0.0183
18.060,1.913,1,0.953,0.922,-0.614,0.155,1,0.953,0.953,,AVOID,0.400,avoid_cruise,1,-0.2,32,0.004,1,0,-1.000,0.15,2.00,0.0444,0.0168
18.078,1.916,0,,,,,0,,,0.922,AVOID,0.400,avoid_cruise,1,-0.1,32,0.022,1,0,-1.000,0.15,2.00,0.0378,0.0096
18.098,1.918,1,0.893,0.835,-0.628,0.152,1,0.893,0.893,,AVOID,0.400,avoid_cruise,1,-0.0,29,0.015,1,0,-1.000,0.13,2.00,0.0320,0.0044
18.119,1.917,1,0.893,0.835,-0.628,0.152,1,0.893,0.893,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.009,1,1,-1.000,0.13,2.00,0.0251,0.0254
18.138,1.912,1,0.851,0.788,-0.632,0.159,1,0.851,0.851,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.003,1,1,-1.000,0.30,2.00,0.0440,0.0125
18.160,1.904,1,0.830,0.754,-0.629,0.152,1,0.830,0.830,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.001,1,1,-1.000,0.28,2.00,0.0390,0.0160
18.178,1.818,1,0.799,0.718,-0.624,0.152,1,0.799,0.799,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.019,1,1,-1.000,0.28,2.00,0.0382,0.0082
18.198,1.104,1,0.772,0.667,-0.639,0.151,1,0.772,0.772,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.013,1,1,-1.000,0.14,2.00,0.0320,0.0005
18.218,1.134,1,0.772,0.667,-0.639,0.151,1,0.772,0.772,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.006,1,1,-1.000,0.26,2.00,0.0277,0.0205
18.238,1.223,1,0.743,0.649,-0.620,0.155,1,0.743,0.743,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.001,1,1,-1.000,0.26,2.00,0.0480,0.0181
18.260,1.344,1,0.725,0.599,-0.632,0.146,1,0.725,0.725,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.001,1,1,-1.000,0.28,2.00,0.0442,0.0163
18.278,1.387,1,0.700,0.566,-0.637,0.152,1,0.700,0.700,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.019,1,1,-1.000,0.32,2.00,0.0381,0.0069
18.298,1.428,1,0.679,0.529,-0.636,0.149,1,0.679,0.679,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.039,1,1,-1.000,0.32,2.00,0.0321,0.0031
18.318,1.467,1,0.679,0.529,-0.636,0.149,1,0.679,0.679,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.013,1,1,-1.000,0.37,2.00,0.0205,0.0229
18.338,1.480,1,0.656,0.490,-0.639,0.149,1,0.656,0.656,,AVOID,0.400,avoid_cruise,1,-0.0,28,0.009,1,1,-1.000,0.36,2.00,0.0405,0.0185
18.358,1.475,1,0.636,0.461,-0.636,0.150,1,0.636,0.636,,AVOID,0.400,avoid_cruise,1,-0.0,29,0.005,1,1,-1.000,0.31,2.00,0.0379,0.0141
18.378,1.475,1,0.630,0.431,-0.640,0.141,1,0.630,0.630,,AVOID,0.400,avoid_cruise,1,-0.0,29,0.026,1,1,-1.000,0.31,2.00,0.0317,0.0094
18.398,1.480,1,0.607,0.388,-0.647,0.147,1,0.607,0.607,,AVOID,0.400,avoid_cruise,1,-0.0,27,0.015,1,1,-1.000,0.33,2.00,0.0279,0.0041
18.418,1.480,1,0.607,0.388,-0.647,0.147,1,0.607,0.607,,AVOID,0.400,avoid_cruise,1,-0.0,27,0.008,1,1,-1.000,0.38,2.00,0.0259,0.0239
18.438,1.476,1,0.594,0.354,-0.646,0.142,1,0.594,0.594,,AVOID,0.400,avoid_cruise,1,-0.0,27,0.007,1,0,-1.000,0.38,2.00,0.0462,0.0155
18.459,1.458,1,0.583,0.327,-0.644,0.140,1,0.583,0.583,,AVOID,0.382,aeb_escape,1,-0.0,27,0.028,1,0,-1.000,0.26,2.00,0.0402,0.0114
18.480,1.442,0,,,,,1,0.574,0.574,,AVOID,0.370,aeb_escape,1,-0.0,28,0.001,1,0,-1.000,0.26,2.00,0.0389,0.0042
18.498,1.438,0,,,,,1,0.574,0.574,,AVOID,0.370,aeb_escape,1,0.1,28,0.019,1,0,-1.000,0.29,1.91,0.0317,0.0225
18.519,1.430,0,,,,,1,0.553,0.553,,AVOID,0.353,aeb_escape,1,0.1,26,0.008,1,0,-1.000,0.32,1.85,0.0275,0.0207
18.538,1.423,0,,,,,1,0.535,0.535,,AVOID,0.340,aeb_escape,1,0.0,26,0.010,1,0,-1.000,0.32,1.70,0.0461,0.0177
18.558,1.405,0,,,,,0,,,,AVOID,0.326,aeb_escape,1,0.1,26,0.004,1,0,-1.000,0.32,1.70,0.0417,0.0116
18.580,1.390,0,,,,,0,,,,AVOID,0.312,aeb_escape,1,0.2,25,0.001,1,0,-1.000,0.25,1.63,0.0387,0.0095
18.598,1.373,0,,,,,0,,,,AVOID,0.312,aeb_escape,1,0.0,25,0.018,1,0,-1.000,0.25,1.63,0.0318,0.0018
18.618,1.357,0,,,,,0,,,,AVOID,0.295,aeb_escape,1,0.0,25,0.013,1,0,-1.000,0.35,1.56,0.0279,0.0221
18.638,1.348,0,,,,,0,,,,AVOID,0.280,aeb_escape,1,-0.0,25,0.008,1,0,-1.000,0.42,1.48,0.0477,0.0172
18.659,1.333,0,,,,,0,,,,AVOID,0.267,aeb_escape,1,0.0,25,0.006,1,0,-1.000,0.40,1.33,0.0429,0.0126
18.678,1.328,0,,,,,0,,,,AVOID,0.250,aeb_escape,1,0.1,25,0.025,1,0,-1.000,0.40,1.33,0.0381,0.0075
18.698,1.316,0,,,,,0,,,,AVOID,0.237,aeb_escape,1,0.3,26,0.017,1,0,-1.000,0.33,1.25,0.0320,0.0274
18.718,1.287,0,,,,,0,,,,AVOID,0.237,aeb_escape,1,0.3,26,0.018,1,0,-1.000,0.18,1.18,0.0257,0.0167
18.738,1.299,0,,,,,0,,,,AVOID,0.221,aeb_escape,1,0.4,26,0.009,1,0,-1.000,0.18,1.18,0.0456,0.0150
18.758,1.308,0,,,,,0,,,,AVOID,0.203,aeb_escape,1,0.5,26,0.001,1,0,-1.000,0.39,1.11,0.0395,0.0111
18.778,1.290,0,,,,,0,,,,AVOID,0.203,aeb_escape,1,0.6,26,0.021,1,0,-1.000,0.39,1.11,0.0372,0.0077
18.798,1.238,0,,,,,0,,,,AVOID,0.203,aeb_escape,1,0.6,26,0.041,1,0,-1.000,0.44,1.01,0.0316,0.0019
18.818,1.201,0,,,,,0,,,,AVOID,0.174,aeb_escape,1,0.6,26,0.013,1,0,-1.000,0.44,1.01,0.0270,0.0218
18.838,1.187,0,,,,,0,,,,AVOID,0.162,aeb_escape,1,0.7,23,0.014,1,0,-1.000,0.50,0.81,0.0477,0.0112
18.858,1.157,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.5,23,0.004,1,0,-1.000,0.50,0.81,0.0420,0.0133
18.879,1.130,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.5,23,0.002,1,0,-1.000,0.43,0.80,0.0382,0.0096
18.898,1.087,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.5,23,0.021,1,0,-1.000,0.43,0.80,0.0329,0.0019
18.919,1.050,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.5,25,0.017,1,0,-1.000,0.58,0.80,0.0290,0.0236
18.939,1.014,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.7,24,0.010,1,0,-1.000,0.47,0.80,0.0489,0.0177
18.958,0.972,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.8,24,0.004,1,0,-1.000,0.46,0.80,0.0422,0.0143
18.978,0.934,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,24,0.004,1,0,-1.000,0.46,0.80,0.0377,0.0094
18.998,0.891,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,24,0.024,1,0,-1.000,0.58,0.80,0.0321,0.0039
19.018,0.852,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.8,24,0.014,1,0,-1.000,0.64,0.80,0.0286,0.0247
19.038,0.806,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.7,24,0.009,1,0,-1.000,0.64,0.80,0.0485,0.0183
19.058,0.775,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,24,0.002,1,0,-1.000,0.58,0.80,0.0382,0.0152
19.078,0.751,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.0,24,0.022,1,0,-1.000,0.58,0.80,0.0381,0.0088
19.098,0.728,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,22,0.019,1,0,-1.000,0.46,0.80,0.0328,0.0057
19.118,0.710,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,22,0.011,1,0,-1.000,0.96,0.80,0.0539,0.0256
19.138,0.705,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.8,23,0.009,1,0,-1.000,0.64,0.80,0.0481,0.0104
19.158,0.713,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.0,23,0.007,1,0,-1.000,0.64,0.80,0.0384,0.0110
19.178,0.727,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.0,23,0.027,1,0,-1.000,0.57,0.80,0.0385,0.0064
19.205,0.748,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.0,22,0.025,1,0,-1.000,0.57,0.80,0.0655,0.0335
19.218,0.743,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,22,0.004,1,0,-1.000,0.69,0.80,0.0284,0.0101
19.238,0.733,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,0.9,23,0.008,1,0,-1.000,0.63,0.80,0.0485,0.0188
19.258,0.716,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.1,23,0.006,1,0,-1.000,0.63,0.80,0.0417,0.0155
19.278,0.701,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.1,23,0.026,1,0,-1.000,0.64,0.80,0.0378,0.0085
19.298,0.689,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.1,23,0.046,1,0,-1.000,0.84,0.79,0.0313,0.0057
19.318,0.685,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.1,23,0.007,1,0,-1.000,0.65,0.79,0.0289,0.0258
19.338,0.684,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.0,23,0.007,1,0,-1.000,0.65,0.79,0.0488,0.0185
19.358,0.672,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.0,23,0.003,1,0,-1.000,0.66,0.79,0.0416,0.0147
19.380,0.670,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.2,22,0.001,1,0,-1.000,0.66,0.79,0.0395,0.0116
19.398,0.659,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.3,22,0.019,1,0,-1.000,0.64,0.79,0.0325,0.0014
19.418,0.647,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.3,22,0.008,1,0,-1.000,1.25,0.79,0.0267,0.0213
19.438,0.645,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.2,22,0.009,1,0,-1.000,0.91,0.79,0.0465,0.0165
19.458,0.641,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.3,22,0.002,1,0,-1.000,0.91,0.79,0.0420,0.0118
19.478,0.638,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,22,0.001,1,0,-1.000,0.73,0.79,0.0374,0.0051
19.498,0.639,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,22,0.020,1,0,-1.000,0.73,0.79,0.0340,0.0046
19.518,0.647,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,22,0.008,1,0,-1.000,0.92,0.79,0.0283,0.0245
19.538,0.648,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.3,22,0.010,1,0,-1.000,0.92,0.79,0.0482,0.0157
19.558,0.649,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.4,22,0.006,1,0,-1.000,0.80,0.79,0.0443,0.0147
19.578,0.649,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.4,21,0.005,1,0,-1.000,0.80,0.79,0.0386,0.0072
19.598,0.650,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.025,1,0,-1.000,0.82,0.78,0.0320,0.0037
19.618,0.651,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.014,1,0,-1.000,1.29,0.78,0.0523,0.0239
19.638,0.654,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,21,0.015,1,0,-1.000,1.29,0.78,0.0459,0.0107
19.658,0.656,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,20,0.010,1,0,-1.000,0.88,0.78,0.0382,0.0138
19.678,0.655,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.3,21,0.005,1,0,-1.000,0.99,0.78,0.0334,0.0084
19.700,0.659,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.3,21,0.026,1,0,-1.000,0.99,0.78,0.0337,0.0071
19.720,0.660,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,21,0.019,1,0,-1.000,0.54,0.78,0.0543,0.0277
19.755,0.662,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.023,1,0,-1.000,0.89,0.78,0.0663,0.0249
19.760,0.658,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.027,1,0,-1.000,0.89,0.78,0.0437,0.0038
19.778,0.660,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.016,1,0,-1.000,0.89,0.78,0.0380,0.0226
19.800,0.659,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.038,1,0,-1.000,0.80,0.78,0.0330,0.0048
19.823,0.663,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.014,1,0,-1.000,0.82,0.78,0.0342,0.0284
19.838,0.661,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,21,0.009,1,0,-1.000,0.84,0.78,0.0487,0.0118
19.858,0.665,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,21,0.005,1,0,-1.000,0.86,0.78,0.0433,0.0111
19.879,0.664,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.4,21,0.014,1,0,-1.000,0.86,0.78,0.0391,0.0115
19.903,0.668,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.4,19,0.021,1,0,-1.000,1.50,0.78,0.0390,0.0073
19.926,0.668,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.4,21,0.015,1,0,-1.000,1.50,0.78,0.0623,0.0307
19.938,0.668,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.5,20,0.007,1,0,-1.000,1.06,0.77,0.0482,0.0109
19.958,0.665,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,20,0.007,1,0,-1.000,0.56,0.77,0.0426,0.0144
19.978,0.662,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.9,20,0.002,1,0,-1.000,0.38,0.77,0.0389,0.0117
19.998,0.658,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,20,0.022,1,0,-1.000,0.38,0.77,0.0330,0.0057
20.021,0.660,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,20,0.019,1,0,-1.000,1.25,0.77,0.0559,0.0285
20.038,0.660,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,20,0.013,1,0,-1.000,0.99,0.77,0.0488,0.0160
20.060,0.658,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,20,0.009,1,0,-1.000,0.99,0.77,0.0440,0.0170
20.078,0.658,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,19,0.004,1,0,-1.000,0.99,0.77,0.0387,0.0052
20.101,0.657,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,19,0.001,1,0,-1.000,0.99,0.77,0.0325,0.0088
20.118,0.653,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,19,0.018,1,0,-1.000,0.82,0.77,0.0289,0.0259
20.138,0.651,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,19,0.010,1,0,-1.000,0.91,0.77,0.0490,0.0176
20.158,0.649,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,19,0.006,1,0,-1.000,0.91,0.77,0.0420,0.0116
20.178,0.650,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.9,19,0.003,1,0,-1.000,0.95,0.77,0.0393,0.0098
20.198,0.646,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,19,0.024,1,0,-1.000,0.87,0.77,0.0323,0.0052
20.218,0.646,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,19,0.015,1,0,-1.000,0.87,0.77,0.0279,0.0248
20.238,0.646,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,19,0.012,1,0,-1.000,1.32,0.77,0.0480,0.0151
20.258,0.648,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,2.0,19,0.009,1,0,-1.000,0.57,0.77,0.0439,0.0137
20.278,0.644,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,19,0.030,1,0,-1.000,0.99,0.77,0.0384,0.0077
20.298,0.644,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,19,0.001,1,0,-1.000,0.99,0.77,0.0338,0.0033
20.318,0.644,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.7,19,0.017,1,0,-1.000,-0.87,0.77,0.0289,0.0241
20.338,0.644,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,2.0,18,0.014,1,0,-1.000,1.07,0.77,0.0482,0.0165
20.358,0.644,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.8,17,0.008,1,0,-1.000,1.07,0.77,0.0443,0.0143
20.379,0.646,0,,,,,0,,,,AVOID,0.160,aeb_escape,1,1.6,18,0.003,1,0,-1.000,1.64,0.77,0.0400,0.0116
