t,v,obs_n,obs_d,obs_x,obs_y,obs_r,raw_n,raw_d,raw_far,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
1.138,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0481,0.0188
1.158,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0408,0.0133
1.178,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0395,0.0074
1.198,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0325,0.0039
1.218,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0300,0.0240
1.238,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0500,0.0181
1.258,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0425,0.0150
1.278,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0385,0.0095
1.298,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0329,0.0024
1.318,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0271,0.0224
1.338,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0476,0.0161
1.358,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0444,0.0155
1.378,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0388,0.0095
1.398,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0326,0.0038
1.418,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0288,0.0238
1.438,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0490,0.0188
1.458,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0449,0.0143
1.478,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0375,0.0113
1.498,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0350,0.0053
1.518,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0297,0.0021
1.539,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0500,0.0224
1.559,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0428,0.0166
1.578,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0396,0.0058
1.598,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0324,0.0055
1.618,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0294,0.0254
1.638,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0493,0.0158
1.659,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0383,0.0146
1.678,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0392,0.0091
1.698,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0339,0.0022
1.721,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0323,0.0252
1.738,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0496,0.0132
1.759,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0435,0.0131
1.782,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.00,0.00,0.0418,0.0080
1.798,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0314,0.0042
1.819,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0310,0.0249
1.838,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0503,0.0188
1.858,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0428,0.0149
1.878,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0383,0.0106
1.898,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0357,0.0041
1.918,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0288,0.0240
1.938,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0492,0.0164
1.959,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0438,0.0129
1.979,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0395,0.0095
1.998,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0345,0.0036
2.018,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0289,0.0237
2.038,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0491,0.0156
2.058,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0449,0.0146
2.079,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0384,0.0071
2.098,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0323,0.0055
2.120,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0313,0.0272
2.138,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0493,0.0161
2.158,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0420,0.0115
2.178,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0401,0.0114
2.198,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0322,0.0061
2.219,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0308,0.0010
2.238,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0503,0.0205
2.258,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0390,0.0154
2.286,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0467,0.0177
2.298,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0341,0.0054
2.320,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0562,0.0275
2.338,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0489,0.0169
2.358,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0393,0.0149
2.378,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0378,0.0106
2.398,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0328,0.0039
2.418,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0289,0.0240
2.438,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0491,0.0186
2.458,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0452,0.0145
2.478,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0381,0.0119
2.498,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0340,0.0057
2.518,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0282,0.0022
2.538,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0479,0.0219
2.558,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0457,0.0158
2.578,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0393,0.0082
2.598,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0321,0.0042
2.618,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0299,0.0009
2.639,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0506,0.0216
2.658,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0443,0.0157
2.678,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0393,0.0096
2.698,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0319,0.0029
2.719,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0310,0.0243
2.739,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0504,0.0159
2.758,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0442,0.0152
2.779,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0390,0.0105
2.798,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0338,0.0066
2.819,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0548,0.0276
2.838,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0500,0.0116
2.858,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0444,0.0160
2.878,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0385,0.0103
2.898,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0346,0.0057
2.918,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0290,0.0006
2.939,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0494,0.0210
2.958,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0448,0.0166
2.978,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0386,0.0113
2.998,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0348,0.0036
3.018,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0296,0.0239
3.038,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0493,0.0171
3.058,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0421,0.0162
3.078,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0389,0.0087
3.098,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0322,0.0059
3.119,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0311,0.0274
3.138,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0494,0.0174
3.158,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0422,0.0163
3.178,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0396,0.0102
3.198,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0320,0.0053
3.219,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0288,0.0009
3.238,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0482,0.0203
3.258,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0409,0.0153
3.278,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0395,0.0108
3.298,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0327,0.0052
3.318,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0262,0.0015
3.338,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0462,0.0215
3.358,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0443,0.0156
3.378,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0386,0.0108
3.398,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0342,0.0036
3.418,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0289,0.0010
3.439,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0497,0.0218
3.458,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0430,0.0117
3.478,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0388,0.0101
3.498,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0347,0.0028
3.518,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0291,0.0231
3.538,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0490,0.0154
3.558,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0420,0.0161
3.578,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0388,0.0089
3.598,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0319,0.0007
3.618,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0261,0.0208
3.639,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0472,0.0182
3.658,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0442,0.0158
3.678,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0400,0.0085
3.698,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0322,0.0057
3.718,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0298,0.0257
3.738,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0499,0.0178
3.758,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0413,0.0151
3.779,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0394,0.0111
3.798,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0324,0.0061
3.819,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0305,0.0015
3.838,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0502,0.0213
3.858,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0431,0.0146
3.878,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0371,0.0104
3.898,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0341,0.0055
3.918,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0286,0.0256
3.939,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0495,0.0182
3.958,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0446,0.0121
3.978,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0379,0.0113
3.998,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0348,0.0063
4.018,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0287,0.0011
4.038,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0489,0.0213
4.058,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0449,0.0156
4.078,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0382,0.0071
4.098,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0325,0.0015
4.118,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0293,0.0215
4.138,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0494,0.0189
4.158,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0438,0.0143
4.178,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0373,0.0106
4.198,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0320,0.0064
4.218,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0294,0.0008
4.238,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0500,0.0214
4.259,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0420,0.0156
4.281,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0417,0.0109
4.298,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0292,0.0275
4.318,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0299,0.0009
