t,v,obs_n,obs_d,obs_x,obs_y,obs_r,raw_n,raw_d,raw_far,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
380.567,0.000,1,4.599,4.843,-0.162,0.247,1,4.599,4.599,,GLOBAL,0.787,static,1,10.2,70,275.455,0,0,-1.000,-21.40,3.49,0.0326,0.0063
380.584,0.000,1,4.623,4.847,0.075,0.225,1,4.623,4.623,,GLOBAL,0.780,static,1,8.8,70,275.472,0,0,-1.000,-21.40,3.49,0.0259,0.0025
380.606,0.000,1,4.623,4.847,0.075,0.225,1,4.623,4.623,,GLOBAL,0.781,static,1,8.8,70,275.494,0,0,-1.000,-21.40,3.46,0.0477,0.0243
380.624,0.000,1,4.599,4.844,0.074,0.246,1,4.599,4.599,,GLOBAL,0.774,static,1,10.3,70,275.512,0,0,-1.000,-21.40,3.46,0.0402,0.0162
380.652,0.000,1,4.598,4.839,0.197,0.246,1,4.598,4.598,,GLOBAL,0.796,clear,0,10.9,70,275.540,0,0,-1.000,-21.40,3.46,0.0434,0.0181
380.664,0.000,1,4.592,4.832,0.215,0.245,1,4.592,4.592,,GLOBAL,0.796,clear,0,10.9,70,275.552,0,0,-1.000,-21.40,3.46,0.0336,0.0076
380.684,0.000,1,4.611,4.844,0.078,0.234,1,4.611,4.611,,GLOBAL,0.796,clear,0,10.9,70,275.572,0,0,-1.000,-21.40,3.53,0.0315,0.0026
380.705,0.000,1,4.611,4.844,0.078,0.234,1,4.611,4.611,,GLOBAL,0.847,clear,0,10.9,70,275.593,0,0,-1.000,-21.40,3.53,0.0528,0.0238
380.724,0.000,1,4.599,4.844,0.003,0.245,1,4.599,4.599,,GLOBAL,0.831,static,1,10.9,70,275.612,0,0,-1.000,-21.40,3.53,0.0455,0.0132
380.744,0.000,1,4.583,4.834,0.215,0.256,1,4.583,4.583,,GLOBAL,0.811,static,1,10.1,70,275.632,0,0,-1.000,-21.40,3.69,0.0359,0.0108
380.764,0.000,1,4.585,4.824,-0.251,0.245,1,4.585,4.585,,GLOBAL,0.811,static,1,12.0,70,275.652,0,0,-1.000,-21.40,3.60,0.0351,0.0040
380.784,0.000,1,4.564,4.813,-0.251,0.256,1,4.564,4.564,,GLOBAL,0.845,clear,0,12.0,70,275.672,0,0,-1.000,-21.40,3.60,0.0275,0.0032
380.806,0.000,1,4.564,4.813,-0.251,0.256,1,4.564,4.564,,GLOBAL,0.834,static,1,12.0,70,275.694,0,0,-1.000,-21.40,3.60,0.0493,0.0249
380.824,0.000,1,4.577,4.826,0.236,0.256,1,4.577,4.577,,GLOBAL,0.809,static,1,7.2,70,275.712,0,0,-1.000,-21.40,3.75,0.0460,0.0096
380.844,0.000,1,4.587,4.839,0.188,0.256,1,4.587,4.587,,GLOBAL,0.829,clear,1,11.4,70,275.732,0,0,-1.000,-21.40,3.75,0.0394,0.0121
380.864,0.000,1,4.603,4.848,0.001,0.245,1,4.603,4.603,,GLOBAL,0.829,clear,0,11.4,70,275.752,0,0,-1.000,-21.40,3.59,0.0356,0.0053
380.884,0.000,1,4.603,4.848,0.001,0.245,1,4.603,4.603,,GLOBAL,0.813,static,1,10.2,70,275.772,0,0,-1.000,-21.40,3.59,0.0277,0.0250
380.905,0.000,1,4.600,4.846,0.080,0.246,1,4.600,4.600,,GLOBAL,0.796,static,1,10.2,70,275.793,0,0,-1.000,-21.40,3.61,0.0257,0.0187
380.925,0.000,1,4.567,4.801,-0.290,0.243,1,4.567,4.567,,GLOBAL,0.786,static,1,10.8,70,275.813,0,0,-1.000,-21.40,3.53,0.0455,0.0176
380.946,0.000,1,4.595,4.837,-0.219,0.247,1,4.595,4.595,,GLOBAL,0.773,static,1,7.9,70,275.834,0,0,-1.000,-21.40,3.49,0.0415,0.0129
380.965,0.000,1,4.576,4.839,-0.230,0.268,1,4.576,4.576,,GLOBAL,0.773,static,1,7.7,70,275.853,0,0,-1.000,-21.40,3.49,0.0360,0.0074
380.988,0.000,1,4.587,4.825,0.229,0.244,1,4.587,4.587,,GLOBAL,0.773,static,1,7.6,70,275.876,0,0,-1.000,-21.40,3.43,0.0349,0.0059
381.004,0.000,1,4.587,4.825,0.229,0.244,1,4.587,4.587,,GLOBAL,0.776,static,1,7.6,70,275.892,0,0,-1.000,-21.40,3.43,0.0509,0.0219
381.024,0.000,1,4.597,4.840,0.177,0.246,1,4.597,4.597,,GLOBAL,0.776,static,1,11.3,70,275.912,0,0,-1.000,-21.40,3.43,0.0451,0.0135
381.044,0.000,1,4.589,4.839,-0.220,0.255,1,4.589,4.589,,GLOBAL,0.773,static,1,11.9,70,275.932,0,0,-1.000,-21.40,3.44,0.0386,0.0123
381.065,0.000,1,4.576,4.822,-0.272,0.254,1,4.576,4.576,,GLOBAL,0.773,static,1,9.0,70,275.953,0,0,-1.000,-21.40,3.44,0.0360,0.0084
381.084,0.000,1,4.609,4.838,0.192,0.233,1,4.609,4.609,,GLOBAL,0.776,static,1,7.6,70,275.972,0,0,-1.000,-21.40,3.43,0.0300,0.0024
381.106,0.000,1,4.609,4.838,0.192,0.233,1,4.609,4.609,,GLOBAL,0.800,clear,0,7.6,70,275.994,0,0,-1.000,-21.40,3.44,0.0512,0.0236
381.124,0.000,1,4.601,4.846,0.056,0.246,1,4.601,4.601,,GLOBAL,0.780,static,1,7.6,70,276.012,0,0,-1.000,-21.40,3.55,0.0391,0.0159
381.144,0.000,1,4.600,4.842,0.189,0.245,1,4.600,4.600,,GLOBAL,0.774,static,1,10.8,70,276.032,0,0,-1.000,-21.40,3.55,0.0374,0.0100
381.165,0.000,1,4.574,4.810,-0.272,0.244,1,4.574,4.574,,GLOBAL,0.774,static,1,11.8,70,276.053,0,0,-1.000,-21.40,3.43,0.0292,0.0047
381.184,0.000,1,4.597,4.839,0.190,0.246,1,4.597,4.597,,GLOBAL,0.804,clear,0,11.8,70,276.072,0,0,-1.000,-21.40,3.57,0.0240,0.0025
381.204,0.000,1,4.597,4.839,0.190,0.246,1,4.597,4.597,,GLOBAL,0.783,static,1,11.8,70,276.092,0,0,-1.000,-21.40,3.57,0.0442,0.0227
381.224,0.000,1,4.598,4.841,0.182,0.246,1,4.598,4.598,,GLOBAL,0.815,clear,0,12.4,70,276.112,0,0,-1.000,-21.40,3.47,0.0444,0.0159
381.244,0.000,1,4.604,4.835,0.218,0.235,1,4.604,4.604,,GLOBAL,0.815,clear,0,12.4,70,276.132,0,0,-1.000,-21.40,3.47,0.0352,0.0110
381.265,0.000,1,4.578,4.817,0.228,0.245,1,4.578,4.578,,GLOBAL,0.834,clear,0,12.4,70,276.153,0,0,-1.000,-21.40,3.59,0.0342,0.0063
381.284,0.000,1,4.611,4.844,0.119,0.235,1,4.611,4.611,,GLOBAL,0.852,clear,0,12.4,70,276.172,0,0,-1.000,-21.40,3.70,0.0276,0.0020
381.305,0.000,1,4.611,4.844,0.119,0.235,1,4.611,4.611,,GLOBAL,0.836,static,1,12.4,70,276.193,0,0,-1.000,-21.40,3.70,0.0489,0.0233
381.324,0.000,1,4.608,4.840,0.188,0.235,1,4.608,4.608,,GLOBAL,0.818,static,1,11.5,70,276.212,0,0,-1.000,-21.40,3.78,0.0443,0.0158
381.344,0.000,1,4.612,4.846,0.096,0.234,1,4.612,4.612,,GLOBAL,0.838,clear,0,12.1,70,276.232,0,0,-1.000,-21.40,3.63,0.0338,0.0105
381.364,0.000,1,4.589,4.843,0.104,0.255,1,4.589,4.589,,GLOBAL,0.838,clear,0,12.1,70,276.252,0,0,-1.000,-21.40,3.72,0.0283,0.0010
381.386,0.000,1,4.589,4.843,0.104,0.255,1,4.589,4.589,,GLOBAL,0.819,static,1,11.6,70,276.274,0,0,-1.000,-21.40,3.72,0.0323,0.0225
381.404,0.000,1,4.586,4.826,0.215,0.245,1,4.586,4.586,,GLOBAL,0.809,static,1,11.6,70,276.292,0,0,-1.000,-21.40,3.63,0.0251,0.0159
381.424,0.000,1,4.586,4.836,0.223,0.255,1,4.586,4.586,,GLOBAL,0.826,clear,0,12.3,70,276.312,0,0,-1.000,-21.40,3.63,0.0449,0.0181
381.444,0.000,1,4.583,4.822,0.230,0.244,1,4.583,4.583,,GLOBAL,0.853,clear,0,12.3,70,276.332,0,0,-1.000,-21.40,3.59,0.0411,0.0114
381.464,0.000,0,,,,,0,,,4.550,GLOBAL,0.853,clear,0,12.3,70,276.352,0,0,-1.000,-21.40,3.78,0.0352,0.0064
381.492,0.000,1,4.564,4.813,0.228,0.254,1,4.564,4.564,,GLOBAL,0.853,clear,0,12.3,70,276.380,0,0,-1.000,-21.40,3.78,0.0373,0.0095
381.504,0.000,1,4.564,4.813,0.228,0.254,1,4.564,4.564,,GLOBAL,0.812,dynamic,1,12.3,70,276.392,0,0,-1.000,-21.40,3.78,0.0497,0.0218
381.525,0.000,1,4.591,4.843,0.164,0.255,1,4.591,4.591,,GLOBAL,0.834,clear,0,13.1,70,276.413,0,0,-1.000,-21.40,3.60,0.0464,0.0144
381.544,0.000,1,4.593,4.846,-0.164,0.256,1,4.593,4.593,,GLOBAL,0.825,static,1,13.1,70,276.432,0,0,-1.000,-21.40,3.60,0.0385,0.0103
381.565,0.000,1,4.587,4.836,-0.250,0.256,1,4.587,4.587,,GLOBAL,0.825,static,1,8.3,70,276.453,0,0,-1.000,-21.40,3.70,0.0364,0.0035
381.587,0.000,1,4.601,4.845,-0.167,0.246,1,4.601,4.601,,GLOBAL,0.806,static,1,7.6,70,276.475,0,0,-1.000,-21.40,3.66,0.0317,0.0020
381.604,0.000,1,4.601,4.845,-0.167,0.246,1,4.601,4.601,,GLOBAL,0.787,static,1,7.6,70,276.492,0,0,-1.000,-21.40,3.49,0.0487,0.0191
381.625,0.000,1,4.590,4.835,-0.307,0.254,1,4.590,4.590,,GLOBAL,0.774,static,1,8.1,70,276.513,0,0,-1.000,-21.40,3.49,0.0473,0.0084
381.646,0.000,1,4.600,4.841,-0.223,0.245,1,4.600,4.600,,GLOBAL,0.772,static,1,7.1,70,276.534,0,0,-1.000,-21.40,3.45,0.0388,0.0071
381.664,0.000,1,4.602,4.842,-0.225,0.245,1,4.602,4.602,,GLOBAL,0.772,static,1,7.4,70,276.552,0,0,-1.000,-21.40,3.45,0.0359,0.0018
381.687,0.000,1,4.585,4.822,-0.262,0.244,1,4.585,4.585,,GLOBAL,0.773,static,1,7.5,70,276.575,0,0,-1.000,-21.40,3.45,0.0327,0.0022
381.704,0.000,1,4.585,4.822,-0.262,0.244,1,4.585,4.585,,GLOBAL,0.772,static,1,7.5,70,276.592,0,0,-1.000,-21.40,3.45,0.0504,0.0198
381.724,0.000,1,4.621,4.845,0.085,0.225,1,4.621,4.621,,GLOBAL,0.772,static,1,7.3,70,276.612,0,0,-1.000,-21.40,3.45,0.0461,0.0155
381.744,0.000,1,4.607,4.839,0.197,0.236,1,4.607,4.607,,GLOBAL,0.801,clear,0,9.8,70,276.632,0,0,-1.000,-21.40,3.42,0.0387,0.0108
381.764,0.000,1,4.591,4.817,-0.271,0.233,1,4.591,4.591,,GLOBAL,0.801,clear,0,9.8,70,276.652,0,0,-1.000,-21.40,3.55,0.0346,0.0043
381.784,0.000,1,4.595,4.845,0.218,0.254,1,4.595,4.595,,GLOBAL,0.827,clear,0,9.8,70,276.672,0,0,-1.000,-21.40,3.55,0.0275,0.0023
381.804,0.000,1,4.595,4.845,0.218,0.254,1,4.595,4.595,,GLOBAL,0.846,clear,0,9.8,70,276.692,0,0,-1.000,-21.40,3.67,0.0481,0.0229
381.825,0.000,1,4.590,4.827,-0.250,0.244,1,4.590,4.590,,GLOBAL,0.825,static,1,9.8,70,276.713,0,0,-1.000,-21.40,3.75,0.0447,0.0188
381.844,0.000,1,4.592,4.846,-0.169,0.257,1,4.592,4.592,,GLOBAL,0.806,static,1,7.3,70,276.732,0,0,-1.000,-21.40,3.75,0.0394,0.0108
381.864,0.000,1,4.562,4.822,0.236,0.266,1,4.562,4.562,,GLOBAL,0.806,static,1,7.9,70,276.752,0,0,-1.000,-21.40,3.66,0.0340,0.0030
381.884,0.000,1,4.562,4.822,0.236,0.266,1,4.562,4.562,,GLOBAL,0.791,static,1,11.7,70,276.772,0,0,-1.000,-21.40,3.58,0.0312,0.0230
381.905,0.000,1,4.599,4.845,0.062,0.246,1,4.599,4.599,,GLOBAL,0.819,clear,0,11.7,70,276.793,0,0,-1.000,-21.40,3.51,0.0520,0.0192
381.924,0.000,1,4.587,4.838,0.215,0.256,1,4.587,4.587,,GLOBAL,0.803,static,1,11.7,70,276.812,0,0,-1.000,-21.40,3.51,0.0453,0.0133
381.944,0.000,1,4.601,4.846,0.021,0.245,1,4.601,4.601,,GLOBAL,0.827,clear,0,12.9,70,276.832,0,0,-1.000,-21.40,3.56,0.0364,0.0058
381.965,0.000,1,4.606,4.832,-0.272,0.234,1,4.606,4.606,,GLOBAL,0.827,clear,0,12.9,70,276.853,0,0,-1.000,-21.40,3.56,0.0350,0.0037
381.985,0.000,1,4.606,4.832,-0.272,0.234,1,4.606,4.606,,GLOBAL,0.827,clear,0,12.9,70,276.873,0,0,-1.000,-21.40,3.67,0.0293,0.0239
382.005,0.000,0,,,,,0,,,4.596,GLOBAL,0.793,static,1,12.9,70,276.893,0,0,-1.000,-21.40,3.67,0.0492,0.0194
382.024,0.000,1,4.596,4.836,0.223,0.245,1,4.596,4.596,,GLOBAL,0.816,clear,0,12.6,70,276.912,0,0,-1.000,-21.40,3.67,0.0433,0.0071
382.045,0.000,1,4.584,4.833,-0.250,0.255,1,4.584,4.584,,GLOBAL,0.837,clear,0,12.6,70,276.933,0,0,-1.000,-21.40,3.49,0.0360,0.0099
382.064,0.000,1,4.600,4.843,0.189,0.247,1,4.600,4.600,,GLOBAL,0.837,clear,0,12.6,70,276.952,0,0,-1.000,-21.40,3.49,0.0352,0.0043
382.084,0.000,1,4.600,4.843,0.189,0.247,1,4.600,4.600,,GLOBAL,0.821,static,1,12.3,70,276.972,0,0,-1.000,-21.40,3.62,0.0276,0.0241
382.104,0.000,1,4.613,4.847,0.078,0.235,1,4.613,4.613,,GLOBAL,0.802,static,1,12.3,70,276.992,0,0,-1.000,-21.40,3.64,0.0477,0.0159
382.124,0.000,1,4.600,4.841,0.188,0.244,1,4.600,4.600,,GLOBAL,0.779,static,1,11.4,70,277.012,0,0,-1.000,-21.40,3.56,0.0449,0.0147
382.144,0.000,1,4.605,4.837,0.196,0.235,1,4.605,4.605,,GLOBAL,0.778,static,1,12.0,70,277.032,0,0,-1.000,-21.40,3.56,0.0391,0.0084
382.164,0.000,1,4.589,4.843,0.079,0.255,1,4.589,4.589,,GLOBAL,0.778,static,1,12.3,70,277.052,0,0,-1.000,-21.40,3.46,0.0348,0.0039
382.184,0.000,1,4.602,4.844,0.167,0.245,1,4.602,4.602,,GLOBAL,0.799,clear,0,12.3,70,277.072,0,0,-1.000,-21.40,3.45,0.0290,0.0010
382.205,0.000,1,4.602,4.844,0.167,0.245,1,4.602,4.602,,GLOBAL,0.780,static,1,12.3,70,277.093,0,0,-1.000,-21.40,3.45,0.0495,0.0216
382.224,0.000,0,,,,,0,,,4.599,GLOBAL,0.779,static,1,12.1,70,277.112,0,0,-1.000,-21.40,3.52,0.0446,0.0143
382.244,0.000,0,,,,,0,,,4.597,GLOBAL,0.779,dynamic,1,12.2,70,277.132,0,0,-1.000,-21.40,3.45,0.0389,0.0080
382.265,0.000,1,4.575,4.824,0.241,0.255,1,4.575,4.575,,GLOBAL,0.779,dynamic,1,12.5,70,277.153,0,0,-1.000,-21.40,3.45,0.0362,0.0046
382.284,0.000,1,4.600,4.842,0.163,0.245,1,4.600,4.600,,GLOBAL,0.800,clear,0,12.5,70,277.172,0,0,-1.000,-21.40,3.46,0.0280,0.0021
382.310,0.000,1,4.600,4.842,0.163,0.245,1,4.600,4.600,,GLOBAL,0.776,static,1,12.5,70,277.198,0,0,-1.000,-21.40,3.55,0.0538,0.0279
382.324,0.000,1,4.595,4.838,0.190,0.246,1,4.595,4.595,,GLOBAL,0.774,static,1,12.0,70,277.212,0,0,-1.000,-21.40,3.55,0.0453,0.0130
382.344,0.000,1,4.598,4.824,-0.271,0.234,1,4.598,4.598,,GLOBAL,0.778,static,1,12.4,70,277.232,0,0,-1.000,-21.40,3.44,0.0392,0.0116
382.364,0.000,1,4.599,4.844,0.081,0.246,1,4.599,4.599,,GLOBAL,0.778,static,1,8.5,70,277.252,0,0,-1.000,-21.40,3.45,0.0348,0.0063
382.384,0.000,1,4.588,4.837,-0.250,0.255,1,4.588,4.588,,GLOBAL,0.778,static,1,10.3,70,277.272,0,0,-1.000,-21.40,3.45,0.0287,0.0027
382.404,0.000,1,4.588,4.837,-0.250,0.255,1,4.588,4.588,,GLOBAL,0.777,static,1,10.3,70,277.292,0,0,-1.000,-21.40,3.45,0.0488,0.0229
382.424,0.000,1,4.589,4.844,0.060,0.255,1,4.589,4.589,,GLOBAL,0.778,static,1,8.2,70,277.312,0,0,-1.000,-21.40,3.45,0.0459,0.0163
382.444,0.000,1,4.575,4.826,0.216,0.256,1,4.575,4.575,,GLOBAL,0.778,static,1,10.2,70,277.332,0,0,-1.000,-21.40,3.43,0.0389,0.0114
382.465,0.000,1,4.564,4.824,0.228,0.265,1,4.564,4.564,,GLOBAL,0.778,static,1,12.1,70,277.353,0,0,-1.000,-21.40,3.43,0.0367,0.0071
382.484,0.000,1,4.564,4.824,0.228,0.265,1,4.564,4.564,,GLOBAL,0.778,static,1,12.8,70,277.372,0,0,-1.000,-21.40,3.45,0.0288,0.0264
382.504,0.000,1,4.566,4.838,-0.228,0.278,1,4.566,4.566,,GLOBAL,0.778,static,1,12.8,70,277.392,0,0,-1.000,-21.40,3.45,0.0488,0.0196
382.524,0.000,1,4.618,4.839,0.214,0.225,1,4.618,4.618,,GLOBAL,0.778,static,1,9.4,70,277.412,0,0,-1.000,-21.40,3.45,0.0460,0.0123
382.544,0.000,1,4.602,4.845,0.165,0.246,1,4.602,4.602,,GLOBAL,0.778,static,1,11.5,70,277.432,0,0,-1.000,-21.40,3.45,0.0390,0.0086
382.564,0.000,1,4.564,4.799,-0.270,0.243,1,4.564,4.564,,GLOBAL,0.869,clear,0,11.5,70,277.452,0,0,-1.000,-21.40,3.45,0.0349,0.0062
382.585,0.000,1,4.602,4.844,0.189,0.246,1,4.602,4.602,,GLOBAL,0.886,clear,0,11.5,70,277.473,0,0,-1.000,-21.40,3.86,0.0251,0.0026
382.604,0.000,1,4.602,4.844,0.189,0.246,1,4.602,4.602,,GLOBAL,0.870,static,1,11.5,70,277.492,0,0,-1.000,-21.40,3.93,0.0254,0.0216
382.626,0.000,1,4.592,4.844,0.199,0.256,1,4.592,4.592,,GLOBAL,0.853,static,1,12.4,70,277.514,0,0,-1.000,-21.40,3.93,0.0472,0.0127
382.644,0.000,0,,,,,0,,,4.599,GLOBAL,0.872,clear,0,12.5,70,277.532,0,0,-1.000,-21.40,3.86,0.0346,0.0110
382.664,0.000,1,4.577,4.838,-0.252,0.268,1,4.577,4.577,,GLOBAL,0.872,clear,0,12.5,70,277.552,0,0,-1.000,-21.40,3.86,0.0276,0.0032
382.685,0.000,1,4.577,4.838,-0.252,0.268,1,4.577,4.577,,GLOBAL,0.872,clear,0,12.5,70,277.573,0,0,-1.000,-21.40,3.87,0.0300,0.0245
382.704,0.000,1,4.599,4.827,0.238,0.234,1,4.599,4.599,,GLOBAL,0.918,clear,0,12.5,70,277.592,0,0,-1.000,-21.40,3.87,0.0255,0.0185
382.725,0.000,1,4.594,4.833,0.216,0.244,1,4.594,4.594,,GLOBAL,0.927,clear,0,12.5,70,277.613,0,0,-1.000,-21.40,4.07,0.0465,0.0148
382.745,0.000,1,4.582,4.827,-0.290,0.254,1,4.582,4.582,,GLOBAL,0.927,clear,0,12.5,70,277.633,0,0,-1.000,-21.40,4.07,0.0408,0.0066
382.766,0.000,1,4.598,4.841,0.197,0.247,1,4.598,4.598,,GLOBAL,0.954,clear,0,12.5,70,277.654,0,0,-1.000,-21.40,4.12,0.0376,0.0062
382.784,0.000,1,4.612,4.847,0.063,0.235,1,4.612,4.612,,GLOBAL,0.935,static,1,12.4,70,277.672,0,0,-1.000,-21.40,4.12,0.0292,0.0015
382.804,0.000,1,4.612,4.847,0.063,0.235,1,4.612,4.612,,GLOBAL,0.920,static,1,12.4,70,277.692,0,0,-1.000,-21.40,4.23,0.0494,0.0217
382.824,0.000,1,4.578,4.825,-0.267,0.255,1,4.578,4.578,,GLOBAL,0.905,static,1,11.2,70,277.712,0,0,-1.000,-21.40,4.15,0.0468,0.0142
382.846,0.000,1,4.594,4.834,0.215,0.245,1,4.594,4.594,,GLOBAL,0.921,clear,0,8.4,70,277.734,0,0,-1.000,-21.40,4.02,0.0391,0.0148
382.866,0.000,1,4.594,4.820,-0.251,0.233,1,4.594,4.594,,GLOBAL,0.921,clear,0,8.4,70,277.754,0,0,-1.000,-21.40,4.02,0.0383,0.0065
382.884,0.000,1,4.594,4.820,-0.251,0.233,1,4.594,4.594,,GLOBAL,0.948,clear,0,8.4,70,277.772,0,0,-1.000,-21.40,4.09,0.0278,0.0244
382.906,0.000,1,4.635,4.846,0.148,0.213,1,4.635,4.635,,GLOBAL,0.941,static,1,8.4,70,277.794,0,0,-1.000,-21.40,4.21,0.0491,0.0208
382.925,0.000,1,4.591,4.840,0.242,0.255,1,4.591,4.591,,GLOBAL,0.920,static,1,11.6,70,277.813,0,0,-1.000,-21.40,4.21,0.0395,0.0094
382.944,0.000,1,4.588,4.824,-0.271,0.244,1,4.588,4.588,,GLOBAL,0.941,static,1,12.6,70,277.832,0,0,-1.000,-21.40,4.17,0.0332,0.0072
382.964,0.000,1,4.612,4.841,-0.223,0.234,1,4.612,4.612,,GLOBAL,0.941,clear,0,12.6,70,277.852,0,0,-1.000,-21.40,4.08,0.0311,0.0070
382.984,0.000,1,4.612,4.841,-0.223,0.234,1,4.612,4.612,,GLOBAL,0.941,clear,0,12.6,70,277.872,0,0,-1.000,-21.40,4.18,0.0290,0.0264
383.004,0.000,1,4.586,4.835,0.216,0.254,1,4.586,4.586,,GLOBAL,0.941,clear,0,12.6,70,277.892,0,0,-1.000,-21.40,4.18,0.0237,0.0189
383.025,0.000,0,,,,,0,,,4.573,GLOBAL,0.893,static,1,12.6,70,277.913,0,0,-1.000,-21.40,4.18,0.0441,0.0150
383.044,0.000,1,4.591,4.844,0.165,0.256,1,4.591,4.591,,GLOBAL,0.887,static,1,7.1,70,277.932,0,0,-1.000,-21.40,4.18,0.0381,0.0116
383.065,0.000,1,4.610,4.840,0.199,0.234,1,4.610,4.610,,GLOBAL,0.887,clear,0,7.1,70,277.953,0,0,-1.000,-21.40,3.96,0.0273,0.0078
383.084,0.000,1,4.587,4.839,0.194,0.256,1,4.587,4.587,,GLOBAL,0.906,clear,0,7.1,70,277.972,0,0,-1.000,-21.40,3.90,0.0282,0.0013
383.104,0.000,1,4.587,4.839,0.194,0.256,1,4.587,4.587,,GLOBAL,0.889,static,1,7.1,70,277.992,0,0,-1.000,-21.40,3.90,0.0242,0.0215
383.124,0.000,0,,,,,0,,,4.587,GLOBAL,0.870,static,1,12.7,70,278.012,0,0,-1.000,-21.40,3.94,0.0439,0.0155
383.144,0.000,1,4.606,4.847,0.153,0.243,1,4.606,4.606,,GLOBAL,0.856,dynamic,1,8.7,70,278.032,0,0,-1.000,-21.40,3.86,0.0343,0.0108
383.164,0.000,1,4.606,4.837,0.218,0.236,1,4.606,4.606,,GLOBAL,0.856,dynamic,1,10.9,70,278.052,0,0,-1.000,-21.40,3.80,0.0272,0.0028
383.184,0.000,1,4.606,4.837,0.218,0.236,1,4.606,4.606,,GLOBAL,0.834,static,1,12.1,70,278.072,0,0,-1.000,-21.40,3.80,0.0256,0.0228
383.204,0.000,1,4.602,4.839,-0.260,0.245,1,4.602,4.602,,GLOBAL,0.853,clear,0,12.1,70,278.092,0,0,-1.000,-21.40,3.70,0.0462,0.0190
383.225,0.000,1,4.591,4.845,0.121,0.255,1,4.591,4.591,,GLOBAL,0.834,static,1,12.1,70,278.113,0,0,-1.000,-21.40,3.78,0.0422,0.0170
383.244,0.000,1,4.563,4.811,-0.271,0.255,1,4.563,4.563,,GLOBAL,0.834,static,1,11.6,70,278.132,0,0,-1.000,-21.40,3.78,0.0390,0.0129
383.264,0.000,1,4.619,4.840,0.196,0.225,1,4.619,4.619,,GLOBAL,0.816,static,1,8.4,70,278.152,0,0,-1.000,-21.40,3.70,0.0325,0.0059
383.284,0.000,1,4.588,4.840,0.210,0.257,1,4.588,4.588,,GLOBAL,0.802,static,1,11.1,70,278.172,0,0,-1.000,-21.40,3.70,0.0302,0.0034
383.307,0.000,1,4.588,4.840,0.210,0.257,1,4.588,4.588,,GLOBAL,0.782,static,1,11.1,70,278.195,0,0,-1.000,-21.40,3.56,0.0528,0.0261
383.324,0.000,1,4.604,4.833,0.221,0.234,1,4.604,4.604,,GLOBAL,0.815,clear,0,12.3,70,278.212,0,0,-1.000,-21.40,3.47,0.0413,0.0079
383.344,0.000,1,4.591,4.829,-0.270,0.245,1,4.591,4.591,,GLOBAL,0.802,static,1,12.3,70,278.232,0,0,-1.000,-21.40,3.62,0.0328,0.0119
383.364,0.000,1,4.560,4.815,-0.292,0.263,1,4.560,4.560,,GLOBAL,0.802,static,1,7.0,70,278.252,0,0,-1.000,-21.40,3.62,0.0349,0.0077
383.384,0.000,1,4.591,4.846,0.122,0.256,1,4.591,4.591,,GLOBAL,0.780,static,1,6.9,70,278.272,0,0,-1.000,-21.40,3.56,0.0259,0.0006
383.405,0.000,1,4.591,4.846,0.122,0.256,1,4.591,4.591,,GLOBAL,0.769,static,1,6.9,70,278.293,0,0,-1.000,-21.40,3.41,0.0262,0.0217
383.424,0.000,1,4.597,4.835,0.236,0.244,1,4.597,4.597,,GLOBAL,0.778,static,1,10.3,70,278.312,0,0,-1.000,-21.40,3.41,0.0451,0.0152
383.444,0.000,1,4.595,4.833,-0.251,0.245,1,4.595,4.595,,GLOBAL,0.803,static,1,12.2,70,278.332,0,0,-1.000,-21.40,3.45,0.0360,0.0075
383.464,0.000,1,4.603,4.819,-0.252,0.223,1,4.603,4.603,,GLOBAL,0.803,clear,0,12.2,70,278.352,0,0,-1.000,-21.40,3.45,0.0300,0.0049
383.485,0.000,1,4.603,4.819,-0.252,0.223,1,4.603,4.603,,GLOBAL,0.803,clear,0,12.2,70,278.373,0,0,-1.000,-21.40,3.57,0.0315,0.0255
383.505,0.000,1,4.617,4.838,-0.229,0.226,1,4.617,4.617,,GLOBAL,0.778,clear,0,12.2,70,278.393,0,0,-1.000,-21.40,3.57,0.0263,0.0194
383.525,0.000,1,4.590,4.844,0.121,0.256,1,4.590,4.590,,GLOBAL,0.780,static,1,12.2,70,278.413,0,0,-1.000,-21.40,3.45,0.0459,0.0154
383.544,0.000,1,4.603,4.844,0.185,0.245,1,4.603,4.603,,GLOBAL,0.778,static,1,11.7,70,278.432,0,0,-1.000,-21.40,3.45,0.0411,0.0084
383.564,0.000,0,,,,,0,,,4.590,GLOBAL,0.778,static,1,12.2,70,278.452,0,0,-1.000,-21.40,3.43,0.0354,0.0063
383.584,0.000,1,4.592,4.821,0.207,0.234,1,4.592,4.592,,GLOBAL,0.793,dynamic,1,11.5,70,278.472,0,0,-1.000,-21.40,3.52,0.0315,0.0028
383.605,0.000,1,4.592,4.821,0.207,0.234,1,4.592,4.592,,GLOBAL,0.816,clear,0,11.5,70,278.493,0,0,-1.000,-21.40,3.52,0.0525,0.0238
383.626,0.000,1,4.609,4.839,0.207,0.235,1,4.609,4.609,,GLOBAL,0.839,clear,0,11.5,70,278.514,0,0,-1.000,-21.40,3.60,0.0424,0.0151
