t,v,obs_n,obs_d,obs_x,obs_y,obs_r,raw_n,raw_d,raw_far,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
11.257,0.000,0,,,,,1,0.549,0.549,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.11,3.00,0.0485,0.0192
11.277,0.000,0,,,,,1,0.581,0.581,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.11,3.00,0.0430,0.0159
11.297,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.66,3.00,0.0387,0.0083
11.317,0.000,0,,,,,1,0.551,0.551,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.66,3.00,0.0329,0.0054
11.338,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.32,3.00,0.0298,0.0007
11.357,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.07,3.00,0.0490,0.0198
11.377,0.000,0,,,,,1,0.544,0.544,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.07,3.00,0.0431,0.0134
11.397,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0391,0.0102
11.417,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0320,0.0050
11.437,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.32,3.00,0.0276,0.0252
11.458,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.55,3.00,0.0482,0.0201
11.477,0.000,0,,,,,1,0.548,0.548,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.55,3.00,0.0426,0.0114
11.497,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.55,3.00,0.0368,0.0079
11.517,0.000,0,,,,,1,0.566,0.566,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.55,3.00,0.0306,0.0018
11.538,0.000,0,,,,,1,0.566,0.566,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0234,0.0222
11.557,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0429,0.0181
11.577,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0412,0.0138
11.597,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0352,0.0113
11.617,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0324,0.0023
11.637,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0233,0.0224
11.657,0.000,0,,,,,1,0.562,0.562,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0432,0.0175
11.677,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.60,3.00,0.0430,0.0114
11.697,0.000,0,,,,,1,0.555,0.555,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.60,3.00,0.0366,0.0091
11.717,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.60,3.00,0.0345,0.0028
11.737,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.60,3.00,0.0272,0.0228
11.757,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.45,3.00,0.0473,0.0174
11.777,0.000,0,,,,,1,0.555,0.555,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.45,3.00,0.0431,0.0162
11.797,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.56,3.00,0.0372,0.0084
11.817,0.000,0,,,,,1,0.555,0.555,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.56,3.00,0.0332,0.0043
11.837,0.000,0,,,,,1,0.555,0.555,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.06,3.00,0.0275,0.0243
11.857,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.46,3.00,0.0475,0.0187
11.878,0.000,0,,,,,1,0.544,0.544,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.46,3.00,0.0438,0.0154
11.897,0.000,0,,,,,1,0.546,0.546,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.57,3.00,0.0376,0.0070
11.918,0.000,0,,,,,1,0.546,0.546,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.57,3.00,0.0339,0.0280
11.938,0.000,0,,,,,1,0.550,0.550,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.25,3.00,0.0539,0.0195
11.957,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.24,3.00,0.0469,0.0131
11.978,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.24,3.00,0.0386,0.0121
11.997,0.000,0,,,,,1,0.551,0.551,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.24,3.00,0.0370,0.0072
12.020,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.24,3.00,0.0364,0.0017
12.037,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.24,3.00,0.0270,0.0196
12.057,0.000,0,,,,,1,0.528,0.528,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.37,3.00,0.0467,0.0158
12.078,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.37,3.00,0.0440,0.0109
12.098,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.37,3.00,0.0369,0.0074
12.117,0.000,0,,,,,1,0.550,0.550,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.37,3.00,0.0343,0.0032
12.137,0.000,0,,,,,1,0.550,0.550,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.85,3.00,0.0271,0.0234
12.158,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.31,3.00,0.0476,0.0178
12.177,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.31,3.00,0.0429,0.0117
12.197,0.000,0,,,,,1,0.542,0.542,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.50,3.00,0.0376,0.0075
12.217,0.000,0,,,,,1,0.542,0.542,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.44,3.00,0.0333,0.0278
12.237,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.44,3.00,0.0272,0.0194
12.257,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.19,3.00,0.0471,0.0178
12.277,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.19,3.00,0.0433,0.0131
12.297,0.000,0,,,,,1,0.561,0.561,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.31,3.00,0.0375,0.0080
12.317,0.000,0,,,,,1,0.577,0.577,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.31,3.00,0.0333,0.0025
12.337,0.000,0,,,,,1,0.577,0.577,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.20,3.00,0.0247,0.0230
12.357,0.000,0,,,,,1,0.551,0.551,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.84,3.00,0.0445,0.0173
12.377,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.84,3.00,0.0435,0.0132
12.397,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.07,3.00,0.0376,0.0067
12.417,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0340,0.0270
12.437,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.72,3.00,0.0295,0.0176
12.457,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.35,3.00,0.0495,0.0162
12.477,0.000,0,,,,,1,0.540,0.540,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.30,3.00,0.0438,0.0110
12.497,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.30,3.00,0.0368,0.0083
12.517,0.000,0,,,,,1,0.555,0.555,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.88,3.00,0.0341,0.0033
12.537,0.000,0,,,,,1,0.555,0.555,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.88,3.00,0.0270,0.0233
12.557,0.000,0,,,,,1,0.539,0.539,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0470,0.0196
12.577,0.000,0,,,,,1,0.546,0.546,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.19,3.00,0.0443,0.0132
12.597,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.54,3.00,0.0370,0.0103
12.617,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.54,3.00,0.0344,0.0031
12.638,0.000,0,,,,,1,0.550,0.550,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.39,3.00,0.0284,0.0012
12.657,0.000,0,,,,,1,0.550,0.550,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.39,3.00,0.0471,0.0198
12.678,0.000,0,,,,,1,0.565,0.565,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.03,3.00,0.0454,0.0162
12.697,0.000,0,,,,,1,0.553,0.553,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.02,3.00,0.0364,0.0104
12.717,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.02,3.00,0.0319,0.0062
12.737,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.11,3.00,0.0288,0.0259
12.757,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.68,3.00,0.0488,0.0191
12.777,0.000,0,,,,,1,0.541,0.541,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.19,3.00,0.0425,0.0134
12.797,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.19,3.00,0.0390,0.0104
12.817,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.07,3.00,0.0333,0.0055
12.837,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.07,3.00,0.0298,0.0012
12.858,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.06,3.00,0.0500,0.0214
12.877,0.000,0,,,,,1,0.548,0.548,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.27,3.00,0.0437,0.0157
12.898,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.09,3.00,0.0399,0.0116
12.917,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.09,3.00,0.0338,0.0040
12.937,0.000,0,,,,,1,0.548,0.548,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.07,3.00,0.0269,0.0006
12.957,0.000,0,,,,,1,0.548,0.548,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.81,3.00,0.0474,0.0210
12.978,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.81,3.00,0.0432,0.0142
12.997,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.63,3.00,0.0355,0.0057
13.017,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.13,3.00,0.0342,0.0026
13.038,0.000,0,,,,,1,0.546,0.546,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.13,3.00,0.0291,0.0008
13.058,0.000,0,,,,,1,0.546,0.546,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.88,3.00,0.0489,0.0206
13.077,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.95,3.00,0.0444,0.0127
13.098,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.95,3.00,0.0389,0.0103
13.117,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.41,3.00,0.0330,0.0031
13.138,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0280,0.0238
13.157,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,21.40,3.00,0.0473,0.0182
13.177,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.41,3.00,0.0434,0.0165
13.198,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.41,3.00,0.0382,0.0097
13.218,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.21,3.00,0.0349,0.0304
13.237,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.11,3.00,0.0292,0.0179
13.257,0.000,0,,,,,1,0.563,0.563,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.11,3.00,0.0496,0.0177
13.277,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.90,3.00,0.0427,0.0115
13.297,0.000,0,,,,,1,0.577,0.577,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.90,3.00,0.0372,0.0090
13.317,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.77,3.00,0.0338,0.0005
13.338,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.77,3.00,0.0276,0.0005
13.357,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.16,3.00,0.0470,0.0199
13.377,0.000,0,,,,,1,0.552,0.552,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.16,3.00,0.0429,0.0140
13.397,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.05,3.00,0.0368,0.0112
13.417,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.13,3.00,0.0340,0.0026
13.437,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.13,3.00,0.0268,0.0012
13.457,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.70,3.00,0.0469,0.0213
13.477,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.98,3.00,0.0444,0.0143
13.497,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.98,3.00,0.0369,0.0094
13.517,0.000,0,,,,,1,0.541,0.541,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.40,3.00,0.0330,0.0061
13.537,0.000,0,,,,,1,0.541,0.541,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.82,3.00,0.0284,0.0257
13.557,0.000,0,,,,,1,0.551,0.551,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.98,3.00,0.0487,0.0189
13.577,0.000,0,,,,,1,0.546,0.546,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.98,3.00,0.0445,0.0134
13.597,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.40,3.00,0.0371,0.0062
13.617,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.40,3.00,0.0328,0.0049
13.637,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.85,3.00,0.0288,0.0249
13.657,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.28,3.00,0.0488,0.0192
13.685,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.28,3.00,0.0503,0.0205
13.698,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.89,3.00,0.0388,0.0100
13.718,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.20,3.00,0.0345,0.0010
13.737,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.20,3.00,0.0278,0.0204
13.757,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.80,3.00,0.0476,0.0060
13.777,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.11,3.00,0.0427,0.0130
13.797,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.11,3.00,0.0375,0.0105
13.817,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.11,3.00,0.0338,0.0041
13.837,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.77,3.00,0.0270,0.0240
13.857,0.000,0,,,,,1,0.533,0.533,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.77,3.00,0.0470,0.0170
13.877,0.000,0,,,,,1,0.561,0.561,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.15,3.00,0.0415,0.0115
13.897,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.07,3.00,0.0352,0.0092
13.917,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.07,3.00,0.0341,0.0025
13.937,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.04,3.00,0.0265,0.0224
13.957,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.04,3.00,0.0465,0.0196
13.977,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.04,3.00,0.0446,0.0134
13.997,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.22,3.00,0.0323,0.0106
14.018,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.88,3.00,0.0351,0.0036
14.037,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.07,3.00,0.0264,0.0229
14.057,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.07,3.00,0.0467,0.0173
14.077,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.45,3.00,0.0353,0.0136
14.097,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.37,3.00,0.0370,0.0094
14.118,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.37,3.00,0.0337,0.0296
14.137,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.37,3.00,0.0290,0.0135
14.157,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.47,3.00,0.0489,0.0143
14.177,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.47,3.00,0.0434,0.0131
14.198,0.000,0,,,,,1,0.559,0.559,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.81,3.00,0.0399,0.0102
14.217,0.000,0,,,,,1,0.559,0.559,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.81,3.00,0.0335,0.0296
14.237,0.000,0,,,,,1,0.560,0.560,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.49,3.00,0.0277,0.0188
14.258,0.000,0,,,,,1,0.572,0.572,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.49,3.00,0.0489,0.0167
14.278,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.49,3.00,0.0444,0.0120
14.297,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.89,3.00,0.0367,0.0032
14.317,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.89,3.00,0.0343,0.0236
14.337,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.89,3.00,0.0271,0.0194
14.357,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0469,0.0167
14.377,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0430,0.0105
14.397,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0356,0.0056
14.417,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0344,0.0256
14.438,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.01,3.00,0.0272,0.0155
14.457,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.21,3.00,0.0466,0.0142
14.478,0.000,0,,,,,1,0.545,0.545,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.21,3.00,0.0433,0.0109
14.497,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.21,3.00,0.0370,0.0035
14.517,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.21,3.00,0.0321,0.0007
14.537,0.000,0,,,,,1,0.558,0.558,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.21,3.00,0.0270,0.0203
14.557,0.000,0,,,,,1,0.540,0.540,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0470,0.0157
14.577,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0418,0.0113
14.597,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0377,0.0094
14.617,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0332,0.0292
14.637,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.88,3.00,0.0242,0.0192
14.657,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.88,3.00,0.0440,0.0164
14.677,0.000,0,,,,,1,0.550,0.550,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.74,3.00,0.0426,0.0117
14.697,0.000,0,,,,,1,0.553,0.553,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.13,3.00,0.0379,0.0101
14.717,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.13,3.00,0.0338,0.0011
14.737,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.87,3.00,0.0268,0.0207
14.757,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.10,3.00,0.0470,0.0150
14.777,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.10,3.00,0.0430,0.0116
14.797,0.000,0,,,,,1,0.556,0.556,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.67,3.00,0.0369,0.0021
14.818,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.67,3.00,0.0328,0.0025
14.837,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0268,0.0220
14.857,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0467,0.0190
14.877,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0441,0.0131
14.897,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0369,0.0094
14.918,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0347,0.0024
14.937,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0266,0.0219
14.957,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0466,0.0188
14.977,0.000,0,,,,,1,0.580,0.580,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.03,3.00,0.0439,0.0119
14.997,0.000,0,,,,,1,0.540,0.540,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.04,3.00,0.0367,0.0068
15.017,0.000,0,,,,,1,0.580,0.580,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.04,3.00,0.0327,0.0020
15.037,0.000,0,,,,,1,0.580,0.580,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.15,3.00,0.0268,0.0221
15.057,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.15,3.00,0.0468,0.0173
15.077,0.000,0,,,,,1,0.579,0.579,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.60,3.00,0.0430,0.0121
15.097,0.000,0,,,,,1,0.548,0.548,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.60,3.00,0.0371,0.0098
15.117,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.59,3.00,0.0332,0.0030
15.137,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.72,3.00,0.0275,0.0231
15.158,0.000,0,,,,,1,0.560,0.560,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.76,3.00,0.0480,0.0174
15.178,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.87,3.00,0.0439,0.0124
15.197,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,19.87,3.00,0.0368,0.0098
15.217,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.82,3.00,0.0336,0.0027
15.238,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.82,3.00,0.0274,0.0232
15.257,0.000,0,,,,,1,0.554,0.554,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,18.59,3.00,0.0470,0.0187
15.278,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.63,3.00,0.0444,0.0134
15.297,0.000,0,,,,,0,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,20.63,3.00,0.0371,0.0101
