t,v,obs_n,obs_d,obs_x,obs_y,obs_r,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
48.941,2.965,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.571,0,0,-1.000,14.11,3.00,0.0269,0.0241
48.961,2.962,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.591,0,0,-1.000,14.45,3.00,0.0469,0.0165
48.981,2.966,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.611,0,0,-1.000,14.98,3.00,0.0428,0.0146
49.001,2.962,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.631,0,0,-1.000,14.98,3.00,0.0371,0.0023
49.021,2.961,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.651,0,0,-1.000,15.31,3.00,0.0296,0.0224
49.041,2.966,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.671,0,0,-1.000,15.31,3.00,0.0270,0.0182
49.061,2.954,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.691,0,0,-1.000,15.14,3.00,0.0472,0.0193
49.081,2.952,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.711,0,0,-1.000,15.81,3.00,0.0426,0.0150
49.101,2.961,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.731,0,0,-1.000,15.65,3.00,0.0373,0.0103
49.121,2.944,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.751,0,0,-1.000,15.65,3.00,0.0308,0.0038
49.142,2.947,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.772,0,0,-1.000,14.94,3.00,0.0510,0.0240
49.162,2.952,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.792,0,0,-1.000,14.93,3.00,0.0474,0.0171
49.182,2.936,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.811,0,0,-1.000,14.93,3.00,0.0424,0.0138
49.201,2.936,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.831,0,0,-1.000,13.78,3.00,0.0373,0.0098
49.221,2.939,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.851,0,0,-1.000,13.76,3.00,0.0335,0.0024
49.242,2.923,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.872,0,0,-1.000,13.76,3.00,0.0283,0.0013
49.262,2.930,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.892,0,0,-1.000,12.40,3.00,0.0481,0.0212
49.281,2.930,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.911,0,0,-1.000,13.06,3.00,0.0412,0.0147
49.301,2.915,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,7.931,0,0,-1.000,13.06,3.00,0.0378,0.0088
49.432,2.919,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.062,0,0,-1.000,13.38,3.00,0.1447,0.1146
49.443,2.913,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.073,0,0,-1.000,13.94,3.00,0.0783,0.0020
49.461,2.901,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.091,0,0,-1.000,16.04,3.00,0.0482,0.0165
49.482,2.901,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.112,0,0,-1.000,16.04,3.00,0.0427,0.0155
49.501,2.912,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.131,0,0,-1.000,15.31,3.00,0.0384,0.0089
49.521,2.906,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.151,0,0,-1.000,15.31,3.00,0.0327,0.0031
49.542,2.908,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.172,0,0,-1.000,15.02,3.00,0.0292,0.0239
49.562,2.913,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.192,0,0,-1.000,12.81,3.00,0.0491,0.0195
49.581,2.907,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.211,0,0,-1.000,13.55,3.00,0.0430,0.0166
49.601,2.914,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.231,0,0,-1.000,13.55,3.00,0.0374,0.0087
49.622,2.919,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.252,0,0,-1.000,13.39,3.00,0.0328,0.0040
49.642,2.908,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.272,0,0,-1.000,13.39,3.00,0.0532,0.0244
49.662,2.920,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.292,0,0,-1.000,14.59,3.00,0.0507,0.0156
49.681,2.916,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.311,0,0,-1.000,13.47,3.00,0.0428,0.0167
49.701,2.900,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.331,0,0,-1.000,12.39,3.00,0.0391,0.0085
49.721,2.918,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.351,0,0,-1.000,12.39,3.00,0.0310,0.0016
49.743,2.922,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.373,0,0,-1.000,12.51,3.00,0.0298,0.0237
49.762,2.904,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.392,0,0,-1.000,12.51,3.00,0.0482,0.0180
49.783,2.919,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.413,0,0,-1.000,12.39,3.00,0.0456,0.0115
49.801,2.915,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.431,0,0,-1.000,12.10,3.00,0.0390,0.0029
49.821,2.900,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.451,0,0,-1.000,12.10,3.00,0.0309,0.0015
49.842,2.918,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.472,0,0,-1.000,11.61,3.00,0.0511,0.0218
49.862,2.919,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.492,0,0,-1.000,11.73,3.00,0.0475,0.0160
49.882,2.910,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.512,0,0,-1.000,11.16,3.00,0.0394,0.0131
49.902,2.924,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.532,0,0,-1.000,11.16,3.00,0.0386,0.0093
49.923,2.917,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.553,0,0,-1.000,10.92,3.00,0.0352,0.0038
49.941,2.907,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.571,0,0,-1.000,10.92,3.00,0.0540,0.0225
49.961,2.927,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.591,0,0,-1.000,11.46,3.00,0.0460,0.0174
49.981,2.924,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.611,0,0,-1.000,11.59,3.00,0.0433,0.0103
50.002,2.914,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.632,0,0,-1.000,10.57,3.00,0.0375,0.0122
50.022,2.928,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.652,0,0,-1.000,10.57,3.00,0.0347,0.0032
50.042,2.923,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.672,0,0,-1.000,11.35,3.00,0.0274,0.0021
50.063,2.913,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.693,0,0,-1.000,10.42,3.00,0.0487,0.0233
50.082,2.935,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.712,0,0,-1.000,10.42,3.00,0.0450,0.0151
50.101,2.931,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.731,0,0,-1.000,10.92,3.00,0.0387,0.0025
50.122,2.921,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.752,0,0,-1.000,10.14,3.00,0.0333,0.0035
50.142,2.936,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.772,0,0,-1.000,10.14,3.00,0.0295,0.0238
50.161,2.926,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.791,0,0,-1.000,9.58,3.00,0.0487,0.0112
50.181,2.919,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.811,0,0,-1.000,9.62,3.00,0.0429,0.0155
50.201,2.940,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.831,0,0,-1.000,9.62,3.00,0.0390,0.0091
50.221,2.926,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.851,0,0,-1.000,9.08,3.00,0.0333,0.0054
50.241,2.925,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.871,0,0,-1.000,7.45,3.00,0.0293,0.0255
50.262,2.944,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.891,0,0,-1.000,7.45,3.00,0.0494,0.0167
50.281,2.930,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.911,0,0,-1.000,7.84,3.00,0.0433,0.0138
50.301,2.929,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.931,0,0,-1.000,6.77,3.00,0.0377,0.0081
50.322,2.952,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.952,0,0,-1.000,6.77,3.00,0.0340,0.0037
50.341,2.938,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.971,0,0,-1.000,6.17,3.00,0.0279,0.0015
50.361,2.941,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,8.991,0,0,-1.000,6.03,3.00,0.0478,0.0214
50.382,2.951,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.012,0,0,-1.000,6.03,3.00,0.0439,0.0150
50.401,2.941,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.031,0,0,-1.000,5.46,3.00,0.0381,0.0084
50.421,2.952,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.051,0,0,-1.000,5.46,3.00,0.0323,0.0054
50.441,2.960,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.071,0,0,-1.000,4.44,3.00,0.0281,0.0253
50.461,2.945,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.091,0,0,-1.000,4.54,3.00,0.0482,0.0192
50.481,2.957,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.111,0,0,-1.000,4.07,3.00,0.0428,0.0133
50.501,2.960,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.131,0,0,-1.000,4.07,3.00,0.0385,0.0037
50.522,2.952,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.152,0,0,-1.000,3.75,3.00,0.0332,0.0064
50.541,2.964,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.171,0,0,-1.000,3.49,3.00,0.0287,0.0261
50.561,2.968,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.191,0,0,-1.000,3.49,3.00,0.0488,0.0197
50.581,2.964,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.211,0,0,-1.000,3.43,3.00,0.0430,0.0146
50.601,2.968,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.231,0,0,-1.000,3.22,3.00,0.0374,0.0087
50.621,2.972,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.251,0,0,-1.000,3.22,3.00,0.0333,0.0032
50.641,2.972,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.271,0,0,-1.000,2.89,3.00,0.0272,0.0230
50.661,2.978,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.291,0,0,-1.000,2.68,3.00,0.0473,0.0172
50.681,2.983,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.311,0,0,-1.000,2.68,3.00,0.0420,0.0139
50.701,2.982,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.331,0,0,-1.000,3.15,3.00,0.0373,0.0026
50.721,2.979,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.351,0,0,-1.000,3.02,3.00,0.0294,0.0038
50.742,2.986,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.372,0,0,-1.000,3.02,3.00,0.0281,0.0246
50.762,2.989,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.391,0,0,-1.000,2.94,3.03,0.0476,0.0155
50.781,2.992,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.411,0,0,-1.000,2.98,3.07,0.0413,0.0137
50.801,2.998,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.431,0,0,-1.000,2.98,3.07,0.0369,0.0073
50.923,2.997,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.553,0,0,-1.000,2.98,3.16,0.1302,0.1294
50.942,3.114,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.572,0,0,-1.000,2.94,3.43,0.0272,0.0096
50.961,3.148,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.591,0,0,-1.000,3.13,3.53,0.0468,0.0150
50.981,3.179,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.611,0,0,-1.000,3.13,3.53,0.0412,0.0131
51.002,3.211,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.632,0,0,-1.000,4.13,3.57,0.0374,0.0067
51.021,3.248,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.651,0,0,-1.000,4.13,3.57,0.0314,0.0022
51.042,3.291,0,,,,,,GLOBAL,0.954,clear,0,6.7,101,9.671,0,0,-1.000,3.54,3.67,0.0516,0.0224
51.061,3.331,0,,,,,,GLOBAL,0.964,clear,0,6.7,101,9.691,0,0,-1.000,2.93,3.68,0.0458,0.0167
51.081,3.376,0,,,,,,GLOBAL,0.964,clear,0,6.7,101,9.711,0,0,-1.000,2.93,3.68,0.0405,0.0117
51.101,3.424,0,,,,,,GLOBAL,0.982,clear,0,6.7,101,9.731,0,0,-1.000,3.31,3.78,0.0360,0.0072
51.121,3.464,0,,,,,,GLOBAL,0.993,clear,0,6.7,101,9.751,0,0,-1.000,4.12,3.91,0.0318,0.0035
51.141,3.508,0,,,,,,GLOBAL,0.985,clear,0,6.7,101,9.771,0,0,-1.000,2.93,4.12,0.0518,0.0235
51.162,3.559,0,,,,,,GLOBAL,0.996,clear,0,6.7,101,9.792,0,0,-1.000,2.93,4.12,0.0459,0.0168
51.181,3.618,0,,,,,,GLOBAL,0.996,clear,0,6.7,101,9.811,0,0,1.440,3.48,4.14,0.0404,0.0135
51.201,3.678,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.831,0,0,-1.000,3.94,4.25,0.0364,0.0029
51.221,3.734,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.851,0,0,-1.000,3.94,4.25,0.0303,0.0035
51.242,3.804,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.872,0,0,-1.000,4.20,4.33,0.0269,0.0238
51.262,3.869,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.892,0,0,-1.000,3.71,4.44,0.0473,0.0163
51.281,3.941,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.911,0,0,-1.000,3.71,4.44,0.0409,0.0138
51.301,4.003,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.931,0,0,-1.000,4.21,4.49,0.0368,0.0076
51.321,4.071,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.951,0,0,-1.000,4.37,4.55,0.0311,0.0275
51.341,4.131,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.971,0,0,-1.000,4.37,4.55,0.0242,0.0187
51.361,4.186,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,9.991,0,0,-1.000,4.10,4.67,0.0441,0.0159
51.381,4.231,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,10.011,0,0,-1.000,4.84,4.76,0.0402,0.0111
51.401,4.295,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,10.031,0,0,-1.000,4.84,4.76,0.0355,0.0034
51.421,4.352,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,10.051,0,0,-1.000,4.94,4.81,0.0263,0.0023
51.442,4.408,0,,,,,,GLOBAL,1.000,clear,0,6.7,101,10.072,0,0,-1.000,4.51,4.90,0.0248,0.0229
51.462,4.457,0,,,,,,AVOID,0.977,avoid_cruise,1,6.7,101,10.092,0,0,-1.000,4.51,4.90,0.0445,0.0188
51.481,4.514,0,,,,,,AVOID,0.956,avoid_cruise,1,24.2,101,10.111,0,0,-1.000,5.08,4.84,0.0416,0.0125
51.501,4.570,0,,,,,,AVOID,0.956,avoid_cruise,1,24.7,101,10.131,0,0,-1.000,4.88,4.78,0.0356,0.0060
51.521,4.616,0,,,,,,AVOID,0.956,avoid_cruise,1,24.1,101,10.151,0,0,-1.000,4.88,4.78,0.0300,0.0029
51.541,4.662,0,,,,,,AVOID,0.909,avoid_cruise,1,24.1,54,0.007,1,0,-1.000,5.04,4.78,0.0261,0.0228
51.561,4.689,0,,,,,,AVOID,0.896,avoid_cruise,1,24.2,54,0.010,1,0,-1.000,2.36,4.55,0.0461,0.0192
51.581,4.717,0,,,,,,AVOID,0.896,avoid_cruise,1,23.2,54,0.030,0,0,0.716,2.36,4.55,0.0421,0.0137
51.602,4.727,0,,,,,,AVOID,0.878,avoid_cruise,1,23.2,54,0.001,0,0,0.716,5.11,4.48,0.0370,0.0343
51.624,4.737,0,,,,,,AVOID,0.863,avoid_cruise,1,22.0,53,0.001,1,0,-1.000,2.52,4.39,0.0324,0.0059
51.641,4.736,0,,,,,,AVOID,0.863,avoid_cruise,1,22.0,53,0.019,1,0,0.691,2.52,4.39,0.0267,0.0239
51.661,4.726,0,,,,,,AVOID,0.843,avoid_cruise,1,21.9,54,0.003,1,0,0.647,2.95,4.31,0.0465,0.0174
51.681,4.708,1,2.790,2.873,0.418,0.113,,AVOID,0.834,avoid_cruise,1,21.1,55,0.003,1,0,0.626,3.21,4.17,0.0406,0.0135
51.702,4.678,1,2.675,2.787,0.248,0.124,,AVOID,0.820,avoid_cruise,1,20.8,50,0.001,1,0,0.608,3.21,4.17,0.0375,0.0081
51.721,4.627,1,2.554,2.683,0.201,0.137,,AVOID,0.803,avoid_cruise,1,18.8,50,0.020,1,0,-1.000,3.44,4.10,0.0302,0.0034
51.741,4.561,1,2.554,2.683,0.201,0.137,,AVOID,0.789,avoid_cruise,1,18.8,46,0.014,1,0,-1.000,3.46,4.01,0.0266,0.0234
51.762,4.504,1,2.477,2.583,0.144,0.110,,AVOID,0.789,avoid_cruise,1,18.1,51,0.010,1,0,-1.000,3.46,4.01,0.0468,0.0183
51.782,4.444,1,2.371,2.475,0.069,0.105,,AVOID,0.763,avoid_cruise,1,17.1,51,0.030,1,0,-1.000,3.50,3.94,0.0426,0.0125
51.802,4.417,1,2.371,2.475,0.069,0.105,,AVOID,0.756,avoid_cruise,1,15.9,55,0.001,1,0,-1.000,3.50,3.94,0.0357,0.0325
51.821,4.374,0,,,,,2.131,AVOID,0.745,avoid_cruise,1,14.9,48,0.003,1,0,-1.000,3.62,3.81,0.0301,0.0010
51.841,4.334,0,,,,,2.131,AVOID,0.728,avoid_cruise,1,14.9,48,0.023,1,0,-1.000,3.62,3.81,0.0271,0.0210
51.861,4.275,0,,,,,2.036,AVOID,0.728,avoid_cruise,1,14.6,47,0.010,1,0,-1.000,3.81,3.64,0.0470,0.0183
51.881,4.207,1,1.934,2.050,-0.148,0.121,,AVOID,0.709,avoid_cruise,1,13.7,46,0.003,1,0,-1.000,3.98,3.54,0.0413,0.0138
51.902,4.120,0,,,,,1.815,AVOID,0.698,avoid_cruise,1,12.8,45,0.003,1,0,-1.000,3.98,3.54,0.0375,0.0089
51.921,4.034,0,,,,,1.815,AVOID,0.681,avoid_cruise,1,15.5,45,0.023,1,0,-1.000,4.09,3.49,0.0317,0.0285
51.942,3.929,0,,,,,1.729,AVOID,0.681,avoid_cruise,1,15.5,45,0.017,1,0,-1.000,4.66,3.41,0.0278,0.0158
51.961,3.839,0,,,,,1.636,AVOID,0.663,avoid_cruise,1,12.2,35,0.006,1,0,-1.000,4.66,3.41,0.0473,0.0180
51.984,3.742,1,1.551,1.661,-0.267,0.131,,AVOID,0.647,avoid_cruise,1,10.5,39,0.005,1,0,-1.000,4.84,3.31,0.0439,0.0161
52.002,3.668,1,1.477,1.578,-0.237,0.118,,AVOID,0.647,avoid_cruise,1,10.6,39,0.023,1,0,-1.000,4.48,3.24,0.0383,0.0081
52.022,3.609,1,1.370,1.500,-0.108,0.133,,AVOID,0.647,avoid_cruise,1,11.3,39,0.043,1,0,-1.000,4.48,3.24,0.0304,0.0048
52.042,3.549,1,1.370,1.500,-0.108,0.133,,AVOID,0.616,avoid_cruise,1,11.3,42,0.009,1,0,-1.000,4.51,3.08,0.0273,0.0247
52.062,3.497,1,1.310,1.426,-0.146,0.123,,AVOID,0.602,avoid_cruise,1,15.4,41,0.001,1,0,-1.000,4.51,3.08,0.0474,0.0186
52.085,3.433,1,1.231,1.343,-0.176,0.124,,AVOID,0.600,avoid_cruise,1,16.2,40,0.001,1,0,-1.000,1.75,3.01,0.0447,0.0176
52.101,3.374,1,1.164,1.274,-0.194,0.125,,AVOID,0.600,avoid_cruise,1,16.1,40,0.008,1,0,-1.000,2.46,3.00,0.0367,0.0066
52.122,3.307,1,1.082,1.186,-0.209,0.122,,AVOID,0.600,avoid_cruise,1,16.1,24,0.001,1,0,-1.000,2.46,3.00,0.0332,0.0029
52.144,3.238,1,1.082,1.186,-0.209,0.122,,AVOID,0.600,avoid_cruise,1,16.1,23,0.001,1,0,-1.000,1.92,3.00,0.0288,0.0241
52.161,3.191,1,1.066,1.179,-0.215,0.132,,AVOID,0.600,avoid_cruise,1,16.2,23,0.019,1,0,-1.000,7.96,3.00,0.0467,0.0164
52.181,3.146,1,1.001,1.085,-0.331,0.133,,AVOID,0.600,avoid_cruise,1,16.4,22,0.013,1,0,-1.000,7.72,3.00,0.0422,0.0095
52.201,3.092,1,0.932,0.992,-0.391,0.135,,AVOID,0.600,avoid_cruise,1,12.9,22,0.001,1,0,-1.000,7.72,3.00,0.0365,0.0038
52.225,3.060,1,0.932,0.992,-0.391,0.135,,AVOID,0.600,avoid_cruise,1,12.7,22,0.003,1,0,-1.000,6.89,3.00,0.0361,0.0276
52.242,3.033,1,0.856,0.946,-0.276,0.130,,AVOID,0.600,avoid_cruise,1,12.7,22,0.019,1,0,-1.000,6.89,3.00,0.0270,0.0161
52.262,3.005,1,0.816,0.893,-0.305,0.127,,AVOID,0.600,avoid_cruise,1,14.9,21,0.018,1,0,-1.000,3.47,3.00,0.0469,0.0136
52.281,2.993,1,0.762,0.815,-0.337,0.120,,AVOID,0.600,avoid_cruise,1,14.7,20,0.014,1,0,-1.000,4.12,3.00,0.0419,0.0067
52.302,2.990,1,0.709,0.747,-0.354,0.118,,AVOID,0.600,avoid_cruise,1,13.3,19,0.010,1,0,-1.000,5.90,3.00,0.0374,0.0072
52.321,2.986,1,0.650,0.677,-0.363,0.118,,AVOID,0.600,avoid_cruise,1,12.5,19,0.029,1,0,-1.000,5.90,3.00,0.0301,0.0030
52.352,2.983,1,0.650,0.677,-0.363,0.118,,AVOID,0.600,avoid_cruise,1,12.5,19,0.026,1,0,-1.000,4.50,3.00,0.0375,0.0335
52.361,2.983,1,0.603,0.608,-0.379,0.114,,AVOID,0.600,avoid_cruise,1,12.4,19,0.002,1,0,-1.000,4.50,3.00,0.0478,0.0047
52.381,2.978,0,,,,,,AVOID,0.600,avoid_cruise,1,11.7,18,0.005,1,0,-1.000,3.12,3.00,0.0410,0.0126
52.444,2.978,0,,,,,,AVOID,0.600,avoid_cruise,1,11.7,18,0.068,1,0,-1.000,3.12,3.00,0.1041,0.0757
52.462,2.918,0,,,,,,AVOID,0.600,avoid_cruise,1,7.6,16,0.001,1,0,0.933,3.19,3.00,0.0434,0.0099
52.488,2.900,0,,,,,,AVOID,0.600,avoid_cruise,1,10.9,15,0.001,1,0,-1.000,1.70,3.00,0.0379,0.0190
52.502,2.895,0,,,,,,AVOID,0.600,avoid_cruise,1,14.1,15,0.015,1,0,-1.000,1.70,3.00,0.0365,0.0041
52.521,2.897,0,,,,,,AVOID,0.600,avoid_cruise,1,16.9,15,0.035,0,0,-1.000,2.36,2.98,0.0318,0.0031
52.542,2.890,0,,,,,,AVOID,0.600,avoid_cruise,1,16.9,15,0.055,0,0,-1.000,2.36,2.98,0.0264,0.0234
52.562,2.886,0,,,,,,GLOBAL,0.632,clear,0,13.0,15,0.075,0,0,-1.000,-2.42,2.94,0.0464,0.0190
52.581,2.888,0,,,,,,GLOBAL,0.632,clear,0,13.0,15,0.095,0,0,-1.000,-7.20,3.09,0.0361,0.0127
52.601,2.886,0,,,,,,GLOBAL,0.652,clear,0,13.0,15,0.114,0,0,-1.000,-7.20,3.09,0.0363,0.0083
52.621,2.874,0,,,,,,GLOBAL,0.672,clear,0,13.0,15,0.134,0,0,-1.000,-11.98,3.16,0.0323,0.0009
52.641,2.887,0,,,,,,GLOBAL,0.693,clear,0,13.0,15,0.155,0,0,-1.000,-11.98,3.16,0.0267,0.0210
52.661,2.904,0,,,,,,GLOBAL,0.712,clear,0,13.0,15,0.175,0,0,-1.000,-16.77,3.23,0.0467,0.0175
52.681,2.900,0,,,,,,GLOBAL,0.712,clear,0,13.0,15,0.195,0,0,-1.000,-21.40,3.32,0.0426,0.0126
52.701,2.931,0,,,,,,GLOBAL,0.733,clear,0,13.0,15,0.215,0,0,-1.000,-21.16,3.50,0.0370,0.0081
52.721,2.962,0,,,,,,GLOBAL,0.752,clear,0,13.0,15,0.235,0,0,-1.000,-21.16,3.50,0.0311,0.0039
52.741,2.984,0,,,,,,GLOBAL,0.773,clear,0,13.0,15,0.255,0,0,-1.000,-18.98,3.56,0.0269,0.0238
52.762,3.028,0,,,,,,GLOBAL,0.773,clear,0,13.0,15,0.275,0,0,-1.000,-17.00,3.62,0.0473,0.0186
52.782,3.065,0,,,,,,GLOBAL,0.800,clear,0,13.0,15,0.295,0,0,-1.000,-17.00,3.62,0.0410,0.0107
52.801,3.108,0,,,,,,GLOBAL,0.812,clear,0,13.0,15,0.315,0,0,-1.000,-15.96,3.72,0.0356,0.0076
52.822,3.199,0,,,,,,GLOBAL,0.832,clear,0,13.0,15,0.335,0,0,-1.000,-15.03,3.77,0.0321,0.0005
52.842,3.226,0,,,,,,GLOBAL,0.853,clear,0,13.0,15,0.355,0,0,-1.000,-15.03,3.77,0.0267,0.0209
52.861,3.310,0,,,,,,GLOBAL,0.877,clear,0,13.0,15,0.375,0,0,-1.000,-14.00,3.91,0.0459,0.0170
52.881,3.372,0,,,,,,GLOBAL,0.877,clear,0,13.0,15,0.395,0,0,-1.000,-12.68,4.01,0.0418,0.0131
52.901,3.425,0,,,,,,GLOBAL,0.896,clear,0,13.0,15,0.415,0,0,-1.000,-12.68,4.01,0.0361,0.0072
52.921,3.512,0,,,,,,GLOBAL,0.922,clear,0,13.0,15,0.435,0,0,-1.000,-11.15,4.08,0.0303,0.0035
52.941,3.519,0,,,,,,GLOBAL,0.946,clear,0,13.0,15,0.455,0,0,-1.000,-9.75,4.17,0.0248,0.0234
52.962,3.623,0,,,,,,GLOBAL,0.973,clear,0,13.0,15,0.475,0,0,-1.000,-9.75,4.17,0.0451,0.0195
52.982,3.645,0,,,,,,GLOBAL,0.973,clear,0,13.0,15,0.495,0,0,-1.000,-8.43,4.24,0.0413,0.0138
53.001,3.733,0,,,,,,GLOBAL,0.973,clear,0,13.0,15,0.515,0,0,-1.000,-7.49,4.34,0.0364,0.0051
53.021,3.755,0,,,,,,GLOBAL,1.000,clear,0,13.0,15,0.535,0,0,-1.000,-7.49,4.34,0.0305,0.0031
53.042,3.824,0,,,,,,GLOBAL,1.000,clear,0,13.0,15,0.555,0,0,-1.000,-5.56,4.43,0.0508,0.0234
53.061,3.847,0,,,,,,GLOBAL,1.000,clear,0,13.0,15,0.575,0,0,-1.000,-4.49,4.39,0.0466,0.0182
53.082,3.907,0,,,,,,GLOBAL,1.000,clear,0,13.0,15,0.595,0,0,-1.000,-4.49,4.39,0.0411,0.0143
