t,v,obs_n,obs_d,obs_x,obs_y,obs_r,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
0.182,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,,
0.203,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0537,0.0155
0.222,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0475,0.0163
0.242,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0426,0.0107
0.266,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0423,0.0102
0.281,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0326,0.0016
0.302,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0533,0.0223
0.322,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0471,0.0163
0.342,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0429,0.0106
0.361,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0372,0.0056
0.382,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0337,0.0051
0.401,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0269,0.0242
0.422,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0470,0.0169
0.442,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0408,0.0152
0.461,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0375,0.0057
0.482,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0273,0.0047
0.502,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0282,0.0254
0.522,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0475,0.0150
0.542,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0422,0.0135
0.561,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0363,0.0039
0.583,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0286,0.0010
0.601,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0262,0.0191
0.622,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0467,0.0188
0.642,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0424,0.0141
0.662,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0371,0.0041
0.681,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0321,0.0012
0.703,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0539,0.0230
0.722,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0467,0.0179
0.742,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0410,0.0138
0.761,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0351,0.0067
0.781,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0307,0.0036
0.803,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0526,0.0256
0.823,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0481,0.0095
0.842,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0397,0.0068
0.865,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0385,0.0294
0.882,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0312,0.0162
0.901,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0254,0.0155
0.922,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0456,0.0146
0.942,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0414,0.0135
0.961,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0356,0.0058
0.982,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0312,0.0006
1.003,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0539,0.0217
1.022,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0460,0.0141
1.042,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0404,0.0136
1.062,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0369,0.0007
1.082,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0281,0.0199
1.102,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0273,0.0200
1.122,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0464,0.0182
1.141,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0405,0.0010
1.162,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0350,0.0212
1.181,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0308,0.0005
1.202,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0242,0.0212
1.222,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0436,0.0180
1.242,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0411,0.0124
1.261,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0351,0.0020
1.281,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0293,0.0020
1.302,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0496,0.0224
1.322,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0453,0.0121
1.342,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0377,0.0111
1.361,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0355,0.0040
1.382,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0299,0.0011
1.402,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0500,0.0212
1.422,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0438,0.0151
1.442,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0332,0.0108
1.461,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0340,0.0031
1.481,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0299,0.0015
1.502,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0503,0.0219
1.522,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0406,0.0151
1.541,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0399,0.0076
1.561,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0344,0.0022
1.581,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0272,0.0223
1.602,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0474,0.0180
1.622,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0424,0.0165
1.642,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0356,0.0124
1.661,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0349,0.0062
1.682,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0295,0.0007
1.702,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0492,0.0204
1.722,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0436,0.0141
1.742,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0361,0.0086
1.761,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0320,0.0010
1.783,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0542,0.0233
1.811,0.000,0,,,,,,,1.000,,0,,0,,0,0,,0.00,0.00,0.0582,0.0506
1.824,0.000,0,,,,,,,1.000,clear,0,,0,,0,0,,0.00,0.00,0.0459,0.0115
1.897,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.1186,0.0841
1.909,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.1053,0.0110
1.924,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0456,0.0062
1.943,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0387,0.0047
1.962,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0286,0.0043
1.982,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0280,0.0245
2.003,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0485,0.0191
2.021,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0419,0.0102
2.041,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0371,0.0094
2.067,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0381,0.0094
2.087,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0587,0.0300
2.101,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0473,0.0133
2.121,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0430,0.0142
2.148,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0415,0.0078
2.161,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0311,0.0043
2.182,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0517,0.0249
2.201,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0468,0.0147
2.222,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0418,0.0135
2.241,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0355,0.0007
2.262,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0303,0.0011
2.281,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0278,0.0203
2.301,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0479,0.0156
2.321,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0420,0.0093
2.341,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0372,0.0074
2.361,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0320,0.0018
2.383,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0537,0.0235
2.401,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0467,0.0159
2.421,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0425,0.0135
2.442,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0362,0.0009
2.462,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0327,0.0017
2.482,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0272,0.0222
2.501,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0467,0.0151
2.521,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0410,0.0093
2.541,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0359,0.0022
2.561,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0301,0.0008
2.582,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0274,0.0211
2.601,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0472,0.0166
2.621,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0413,0.0121
2.641,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0349,0.0015
2.661,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0302,0.0017
2.682,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0267,0.0224
2.701,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0461,0.0166
2.721,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0418,0.0103
2.742,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0366,0.0019
2.762,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0306,0.0215
2.781,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0503,0.0049
2.801,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0460,0.0135
2.821,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0404,0.0139
2.841,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0365,0.0060
2.861,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0309,0.0023
2.882,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0254,0.0225
2.901,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0454,0.0106
2.921,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0408,0.0102
2.941,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0353,0.0064
2.961,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0296,0.0023
2.982,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0502,0.0229
3.002,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0460,0.0171
3.021,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0395,0.0124
3.041,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0355,0.0066
3.062,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0302,0.0011
3.081,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0501,0.0210
3.101,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0440,0.0162
3.121,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0402,0.0111
3.141,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0341,0.0053
3.162,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0303,0.0254
3.181,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0504,0.0194
3.201,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0445,0.0160
3.221,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0386,0.0072
3.241,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0346,0.0061
3.261,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0288,0.0008
3.282,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0490,0.0211
3.304,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0465,0.0108
3.321,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0376,0.0034
3.341,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0324,0.0040
3.361,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0276,0.0241
3.381,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0477,0.0197
3.401,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0437,0.0117
3.421,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0394,0.0047
3.442,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0342,0.0005
3.461,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0277,0.0201
3.481,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0479,0.0165
3.501,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0439,0.0123
3.522,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0383,0.0113
3.541,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0341,0.0046
3.562,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0286,0.0252
3.581,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0481,0.0191
3.601,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0425,0.0151
3.621,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0382,0.0094
3.641,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0325,0.0041
3.661,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0268,0.0243
3.681,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0467,0.0155
3.701,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0427,0.0103
3.721,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0372,0.0071
3.741,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0330,0.0005
3.762,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0281,0.0215
3.781,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0471,0.0147
3.801,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0415,0.0096
3.821,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0368,0.0053
3.841,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0319,0.0005
3.861,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0270,0.0204
3.882,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0474,0.0163
3.901,0.000,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.72,0.0420,0.0039
3.921,0.006,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0360,0.0041
3.941,0.048,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0304,0.0241
3.962,0.099,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0271,0.0202
3.981,0.013,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0466,0.0151
4.001,0.021,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0423,0.0104
4.021,0.064,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0365,0.0032
4.041,0.086,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0299,0.0232
4.066,0.146,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-21.40,4.73,0.0546,0.0229
4.081,0.189,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-19.85,4.73,0.0458,0.0107
4.101,0.236,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-15.06,4.73,0.0410,0.0080
4.121,0.329,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-15.06,4.73,0.0353,0.0054
4.141,0.384,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-10.28,4.73,0.0311,0.0027
4.161,0.474,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-6.36,4.73,0.0511,0.0227
4.196,0.566,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-6.36,4.73,0.0597,0.0239
4.207,0.631,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-4.06,4.72,0.0454,0.0021
4.246,0.631,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-4.06,4.72,0.0840,0.0407
4.261,0.819,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-1.47,4.72,0.0495,0.0131
4.281,0.910,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.62,4.72,0.0441,0.0143
4.301,0.996,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.62,4.72,0.0369,0.0111
4.321,1.101,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.43,4.70,0.0343,0.0051
4.341,1.193,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.35,4.68,0.0269,0.0004
4.361,1.282,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.35,4.68,0.0469,0.0205
4.381,1.353,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.22,4.66,0.0416,0.0159
4.401,1.432,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.18,4.65,0.0369,0.0063
4.421,1.520,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.18,4.65,0.0330,0.0025
4.441,1.613,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.67,4.65,0.0271,0.0226
4.461,1.704,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.58,4.61,0.0470,0.0170
4.481,1.780,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.58,4.61,0.0435,0.0154
4.504,1.886,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.22,4.61,0.0395,0.0123
4.522,1.972,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.70,4.58,0.0339,0.0051
4.541,2.064,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.70,4.58,0.0272,0.0247
4.561,2.153,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.01,4.58,0.0471,0.0191
4.581,2.251,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.59,4.56,0.0421,0.0149
4.601,2.363,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,1.59,4.56,0.0372,0.0094
4.621,2.460,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.41,4.55,0.0321,0.0035
4.642,2.574,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.89,4.53,0.0274,0.0239
4.662,2.678,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.89,4.53,0.0473,0.0195
4.684,2.770,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.75,4.53,0.0444,0.0163
4.702,2.862,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.20,4.49,0.0368,0.0075
4.721,2.971,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.20,4.49,0.0280,0.0040
4.742,3.081,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.28,4.46,0.0273,0.0246
4.762,3.201,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.32,4.44,0.0469,0.0192
4.782,3.302,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.32,4.44,0.0426,0.0138
4.801,3.386,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.27,4.39,0.0367,0.0096
4.822,3.480,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.34,4.35,0.0330,0.0007
4.841,3.583,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.34,4.35,0.0269,0.0204
4.861,3.701,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.25,4.32,0.0470,0.0151
4.881,3.796,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.08,4.28,0.0411,0.0102
4.901,3.880,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,0.08,4.28,0.0369,0.0054
4.921,3.965,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.04,4.23,0.0312,0.0030
4.942,4.049,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.97,4.17,0.0519,0.0237
4.961,4.112,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.97,4.17,0.0472,0.0171
4.981,4.156,0,,,,,,GLOBAL,1.000,clear,0,,0,,0,0,-1.000,-0.30,4.17,0.0414,0.0108
