x,y,v
2.309971,1.947700,3.000
2.305559,1.997536,3.000
2.301380,2.047392,3.000
2.297463,2.097269,3.000
2.293830,2.147168,3.000
2.290502,2.197088,3.000
2.287495,2.247028,3.000
2.284821,2.296987,3.000
2.282485,2.346963,3.000
2.280488,2.396954,3.000
2.278823,2.446957,3.000
2.277477,2.496970,3.000
2.276431,2.546989,3.000
2.275657,2.597014,3.000
2.275119,2.647042,3.000
2.274775,2.697072,3.000
2.274573,2.747102,3.000
2.274453,2.797133,3.000
2.274345,2.847164,3.000
2.274170,2.897194,3.000
2.273840,2.947224,3.000
2.273256,2.997252,3.000
2.272309,3.047273,3.000
2.270877,3.097283,3.000
2.268827,3.147271,3.000
2.266013,3.197221,3.000
2.262274,3.247110,3.000
2.257424,3.296902,3.000
2.251262,3.346547,3.000
2.243567,3.395977,3.000
2.234048,3.445085,3.000
2.222349,3.493716,3.000
2.208444,3.541764,3.000
2.192572,3.589201,3.000
2.174665,3.635905,3.000
2.154465,3.681660,3.000
2.131849,3.726268,3.000
2.106830,3.769575,3.000
2.079509,3.811468,3.000
2.050057,3.851894,3.000
2.018679,3.890845,3.000
1.985522,3.928295,3.000
1.950649,3.964153,3.000
1.914192,3.998400,3.000
1.876392,4.031164,3.000
1.837505,4.062633,3.000
1.797712,4.092951,3.000
1.757036,4.122073,3.000
1.715579,4.150073,3.000
1.673502,4.177136,3.000
1.630910,4.203380,3.000
1.587870,4.228885,3.000
1.544438,4.253718,3.000
1.500659,4.277934,3.000
1.456570,4.301580,3.000
1.412197,4.324689,3.000
1.367561,4.347287,3.000
1.322676,4.369387,3.000
1.277553,4.390995,3.000
1.232196,4.412109,3.000
1.186609,4.432720,3.000
1.140791,4.452813,3.000
1.094741,4.472369,3.000
1.048458,4.491366,3.000
1.001939,4.509779,3.000
0.955184,4.527583,3.000
0.908193,4.544753,3.000
0.860967,4.561267,3.000
0.813510,4.577105,3.000
0.765828,4.592249,3.000
0.717927,4.606688,3.000
0.669817,4.620414,3.000
0.621509,4.633427,3.000
0.573015,4.645729,3.012
0.524349,4.657330,3.045
0.475525,4.668246,3.087
0.426556,4.678496,3.131
0.377457,4.688104,3.174
0.328242,4.697100,3.217
0.278925,4.705516,3.259
0.229518,4.713386,3.301
0.180032,4.720747,3.342
0.130478,4.727637,3.383
0.080866,4.734096,3.423
0.031204,4.740161,3.463
-0.018499,4.745872,3.502
-0.068238,4.751267,3.541
-0.118007,4.756381,3.579
-0.167800,4.761250,3.617
-0.217614,4.765906,3.655
-0.267445,4.770380,3.692
-0.317289,4.774700,3.729
-0.367144,4.778892,3.765
-0.417007,4.782979,3.802
-0.466878,4.786982,3.837
-0.516754,4.790917,3.873
-0.566634,4.794801,3.908
-0.616517,4.798644,3.943
-0.666402,4.802458,3.977
-0.716289,4.806249,4.012
-0.766178,4.810021,4.046
-0.816067,4.813779,4.079
-0.865958,4.817522,4.113
-0.915850,4.821251,4.146
-0.965743,4.824963,4.179
-1.015637,4.828656,4.211
-1.065534,4.832325,4.244
-1.115432,4.835969,4.276
-1.165332,4.839582,4.308
-1.215235,4.843161,4.339
-1.265140,4.846703,4.371
-1.315048,4.850206,4.402
-1.364959,4.853668,4.433
-1.414873,4.857089,4.464
-1.464790,4.860468,4.494
-1.514709,4.863807,4.525
-1.564631,4.867109,4.555
-1.614555,4.870374,4.585
-1.664482,4.873607,4.614
-1.714410,4.876810,4.644
-1.764340,4.879988,4.673
-1.814271,4.883144,4.702
-1.864204,4.886282,4.731
-1.914137,4.889405,4.760
-1.964071,4.892516,4.789
-2.014006,4.895618,4.817
-2.063941,4.898714,4.846
-2.113876,4.901806,4.874
-2.163812,4.904895,4.902
-2.213747,4.907982,4.930
-2.263683,4.911070,4.957
-2.313618,4.914159,4.985
-2.363553,4.917250,5.000
-2.413489,4.920344,5.000
-2.463424,4.923440,5.000
-2.513358,4.926540,5.000
-2.563293,4.929644,5.000
-2.613227,4.932752,5.000
-2.663161,4.935865,5.000
-2.713095,4.938981,5.000
-2.763029,4.942102,5.000
-2.812962,4.945226,5.000
-2.862895,4.948355,5.000
-2.912828,4.951486,5.000
-2.962760,4.954621,5.000
-3.012693,4.957758,5.000
-3.062625,4.960898,5.000
-3.112557,4.964041,5.000
-3.162489,4.967188,5.000
-3.212421,4.970339,5.000
-3.262352,4.973497,5.000
-3.312283,4.976662,5.000
-3.362213,4.979837,5.000
-3.412142,4.983026,5.000
-3.462070,4.986232,5.000
-3.511997,4.989458,5.000
-3.561922,4.992708,5.000
-3.611846,4.995986,5.000
-3.661767,4.999297,5.000
-3.711686,5.002643,5.000
-3.761602,5.006029,5.000
-3.811515,5.009458,5.000
-3.861425,5.012931,5.000
-3.911332,5.016452,5.000
-3.961236,5.020020,5.000
-4.011136,5.023638,5.000
-4.061032,5.027305,5.000
-4.110925,5.031021,5.000
-4.160814,5.034784,5.000
-4.210700,5.038594,5.000
-4.260582,5.042448,5.000
-4.310461,5.046345,5.000
-4.360337,5.050282,5.000
-4.410210,5.054256,5.000
-4.460080,5.058265,5.000
-4.509947,5.062307,5.000
-4.559812,5.066379,5.000
-4.609675,5.070478,5.000
-4.659535,5.074603,5.000
-4.709394,5.078751,5.000
-4.759251,5.082919,5.000
-4.809106,5.087107,5.000
-4.858960,5.091312,5.000
-4.908813,5.095531,5.000
-4.958665,5.099764,5.000
-5.008515,5.104007,5.000
-5.058365,5.108259,5.000
-5.108215,5.112517,5.000
-5.158064,5.116779,5.000
-5.207913,5.121042,5.000
-5.257762,5.125303,5.000
-5.307611,5.129559,5.000
-5.357462,5.133806,5.000
-5.407313,5.138040,5.000
-5.457166,5.142259,5.000
-5.507020,5.146457,5.000
-5.556877,5.150630,5.000
-5.606736,5.154774,5.000
-5.656598,5.158884,4.993
-5.706463,5.162956,4.977
-5.756331,5.166985,4.961
-5.806203,5.170967,4.946
-5.856080,5.174898,4.930
-5.905960,5.178774,4.914
-5.955845,5.182591,4.898
-6.005735,5.186346,4.882
-6.055630,5.190037,4.866
-6.105529,5.193663,4.850
-6.155433,5.197221,4.834
-6.205342,5.200714,4.818
-6.255256,5.204141,4.801
-6.305173,5.207506,4.785
-6.355095,5.210813,4.769
-6.405020,5.214067,4.752
-6.454948,5.217276,4.736
-6.504878,5.220449,4.719
-6.554810,5.223595,4.703
-6.604743,5.226727,4.686
-6.654676,5.229856,4.669
-6.704608,5.232997,4.652
-6.754538,5.236164,4.636
-6.804467,5.239370,4.619
-6.854391,5.242630,4.602
-6.904311,5.245957,4.585
-6.954226,5.249362,4.568
-7.004135,5.252855,4.551
-7.054037,5.256445,4.533
-7.103932,5.260137,4.516
-7.153818,5.263933,4.499
-7.203697,5.267833,4.481
-7.253568,5.271834,4.464
-7.303431,5.275930,4.446
-7.353287,5.280110,4.429
-7.403136,5.284364,4.411
-7.452981,5.288677,4.393
-7.502822,5.293035,4.375
-7.552660,5.297421,4.357
-7.602497,5.301818,4.339
-7.652335,5.306208,4.321
-7.702175,5.310577,4.303
-7.752018,5.314909,4.285
-7.801866,5.319191,4.267
-7.851718,5.323412,4.248
-7.901577,5.327562,4.230
-7.951441,5.331635,4.212
-8.001313,5.335628,4.193
-8.051191,5.339539,4.174
-8.101075,5.343369,4.155
-8.150965,5.347120,4.137
-8.200860,5.350799,4.118
-8.250761,5.354410,4.099
-8.300665,5.357962,4.080
-8.350574,5.361464,4.060
-8.400485,5.364922,4.041
-8.450398,5.368348,4.022
-8.500314,5.371749,4.002
-8.550230,5.375134,3.983
-8.600147,5.378511,3.963
-8.650064,5.381887,3.943
-8.699980,5.385269,3.923
-8.749896,5.388662,3.903
-8.799810,5.392073,3.883
-8.849724,5.395505,3.863
-8.899635,5.398963,3.843
-8.949544,5.402451,3.822
-8.999451,5.405971,3.802
-9.049355,5.409527,3.781
-9.099257,5.413122,3.760
-9.149156,5.416759,3.740
-9.199051,5.420440,3.719
-9.248943,5.424168,3.698
-9.298831,5.427947,3.676
-9.348715,5.431777,3.655
-9.398595,5.435664,3.634
-9.448470,5.439609,3.612
-9.498340,5.443615,3.590
-9.548205,5.447687,3.568
-9.598064,5.451827,3.546
-9.647918,5.456040,3.524
-9.697764,5.460327,3.502
-9.747604,5.464694,3.480
-9.797437,5.469144,3.457
-9.847262,5.473680,3.434
-9.897079,5.478304,3.412
-9.946887,5.483020,3.389
-9.996686,5.487828,3.366
-10.046477,5.492729,3.342
-10.096258,5.497722,3.319
-10.146030,5.502805,3.295
-10.195793,5.507971,3.271
-10.245548,5.513216,3.247
-10.295296,5.518530,3.223
-10.345038,5.523901,3.199
-10.394775,5.529316,3.174
-10.444509,5.534759,3.150
-10.494242,5.540212,3.125
-10.543976,5.545655,3.100
-10.593713,5.551067,3.074
-10.643457,5.556424,3.049
-10.693208,5.561705,3.023
-10.742970,5.566886,3.000
-10.792745,5.571946,3.000
-10.842533,5.576862,3.000
-10.892338,5.581616,3.000
-10.942159,5.586189,3.000
-10.991998,5.590567,3.000
-11.041855,5.594736,3.000
-11.091730,5.598688,3.000
-11.141622,5.602416,3.000
-11.191530,5.605915,3.000
-11.241454,5.609186,3.000
-11.291392,5.612228,3.000
-11.341344,5.615045,3.000
-11.391308,5.617641,3.000
-11.441282,5.620021,3.000
-11.491266,5.622189,3.000
-11.541258,5.624149,3.000
-11.591258,5.625902,3.000
